Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity
2015-01-28,,Australia,,Jetstar Airways customer review,I commented earlier about my bad experience from MEL-BNE last week well the return flight from BNE-MEL JQ006 was no better. The flight was delayed by well over an hour due to Jetstar not being able to find a passenger. Don't we all scan in for a reason? Firstly we had to be there well before as it was an international stopover flight for our domestic portion so I had to queue at customs. Then they decided to delay 300+ passengers on Australia day Then after already costing me $247 more from the trip up they wouldn't even give us a drink. I was told I had to purchase one and the staff couldn't care less. Never again.,,,Economy Class,,,,,3.0,1.0,,2,no,0.0,1.0,
2015-01-28,,Australia,,Jetstar Airways customer review,"Booked flight Perth to Singapore take off time 12.10 am ""ten past midnight."" Flight was delayed because of bad weather until 1pm ""one o clock in the afternoon."" We had booked this flight so that we could allow for up to 8-9 hours delay because we know that they are famous for not taking off on time. We had to catch a cruise so the 13 plus hour delay which we ended up with would make us to late for the ship. We were told by Jetstar staff there would be no refund and the only thing we could do was to try and get seats on Singapore Airlines which after lots of running around the airport we were able to locate Singapore Airlines office and managed to get the last 2 seats at a cost of over $1000. We then proceeded to fly the same route that Jetstar could not fly because of bad weather. Tiger Airways also took off on time Jetstar being the only Airline grounded because of bad weather. If we had allowed ourselves more time and booked the same flight 24 hours earlier we would still have had to wait until 13-00 hrs because the flight the night before had also been ""delayed"".",,,Economy Class,,,,,0.0,2.0,,0,no,0.0,0.0,
2015-01-26,1,Australia,,Jetstar Airways customer review,"Flying return from Perth to Melbourne. Our initial flight was due to leave at 10am only to receive an email the night before at 9pm informing our plane had been cancelled due to ""scheduled maintenance"" we had to very quickly rebook ourselves onto a plane that left at 12.45am or 1pm the next day. We were lucky to get seats on the 12.45am flight however the seats at the very back of the plane ""designated for cabin crew."" Because this is a budget airline we really didn't expect many thrills but the back seats allow for little room to recline and the three seats in a row are so compact it was the most uncomfortable experience I've had on a plane. The seats are like cement the faux leather is super sticky and the leg room is ridiculously tiny if you are larger than a size 14 I'm sure you would be terribly claustrophobic. The cabin crew also burnt the coffee which stunk out the entire cabin. Luckily for us this flight did get us in to Melbourne 8 hours earlier than we had first booked so a small positive to say the least. On our return journey from Melbourne to Perth - only four days later - we were due to board the plane having been called over the speaker to get our boarding passes ready to then be told over the speaker that ""we think the plane has been cancelled."" We had to quickly run out to the departure check in grab our checked in bags off the carousel and attempt to be rebooked onto another flight. Thankfully we were changed to a flight (operated by Qantas) to Perth via Adelaide with an extra waiting time of 2 hours in Melbourne airport. Again things turned out well for us given you get IFE on Qantas flights and food/drinks are included however this experience really does remind us that paying the extra cash for an airline Virgin Australia or Qantas is much more reliable. I'm all for flying cheap airlines but this experience was a joke how can one airline have so many problems in four days? Not once did we receive a sincere apology from Jetstar flight.",,,Economy Class,,,,,1.0,2.0,,2,no,1.0,1.0,
2015-01-19,2,Australia,,Jetstar Airways customer review,How can you take the latest greatest most modern aircraft flying (787 Dreamliner) and make it so damn uncomfortable? I have just returned from a holiday to Bali and flew Jetstar. I was actually quite excited to be flying the 787 for the first time after all the hype about comfort air quality bigger windows and low noise levels. What an enormous disappointment. Jetstar have managed to take such an advanced and modern aircraft and jam it with cramped seats down in economy with terrible leg room. I am not even that big 175cm. It looks like they had a team from Tupperware design and install the entire interior of this plane. Plastic everywhere. The food (pre-purchased) was marginal at best and it'll cost you $10 to watch a movie. You go to all that trouble of installing screens in the back of the seat and it seemed hardly anyone bothered paying. The actual inflight experience (bigger windows air quality and smooth flight) was OK - and I am looking forward to flying the 787 again with an airline that actually designed a cabin with a hint of passenger comfort in mind. Thankfully it's only a 6 hour run up to Bali and slightly shorter coming home. Honestly Qantas Group - you should have kept the Dreamliner for the 'nicer' brand - and given you old bangers to 'little brother' Jetstar.,,,Economy Class,,,,,2.0,3.0,,3,no,1.0,1.0,
2015-01-19,8,Australia,,Jetstar Airways customer review,JQ35 MEL-DPS on the 787 Dreamliner. Paid for the exit row well worth the money. A good service and a really nice comfortable aircraft I'm not sure why it's getting such bad feedback. As my first international Jetstar flight I was satisfied.,,,Economy Class,,,,,4.0,4.0,,2,yes,4.0,0.0,
2015-01-19,,Finland,,Jetstar Airways customer review,JQ 27 12 Jan. Very bad experience. Never again. Travelled with Jetstar to Phuket because they flew direct. They were not cheaper than other airlines available at the time just the flight times were good. Everything on this flight came with an extra cost. Food drinks entertainment and even a blanket for our daughter who was feeling cold came at an additional cost. I think Jetstar have poor service and are a rip off. I will not fly again or recommend this airline to others.,,,Economy Class,,,,,1.0,1.0,,1,no,1.0,1.0,
2015-01-14,4,Japan,,Jetstar Airways customer review,"Osaka to Cairns on Jetstar JQ16. I chose business class and left the flight feeling that the customer care food and cabin comfort was good. The food which was better than previous flights. My return flight JQ23 from MEL to Tokyo NRT - a very disappointing experience in 20 years of business travel. Check-in was the best customer handling that I had experienced with Jetstar. Two hours later at the gate the boarding process was mismanaged and turned into a stampede of economy and business class passengers jostling for access at the same time. Staff were flustered and lost control. The cabin crew communication customer handling and courtesy was very good. I appreciated their efforts and acknowledge that Jetstar standards has improved. The worst Business Class meal - 3 choices chicken and noodle pea and cheese soup or Hamburger ""raked"" sliced pork. The meal arrived - the hamburger was a dry reheated toasted sandwich with two pickles and mustard. Not a hamburger. One thin slice of pork between soggy reheated toast and pickles. This was not an optional snack this was the main course standard for business class. It gets worse the desert was two shortbread cookies and no tea or coffee. The breakfast was good with fruit yoghurt juice. I requested tea which was cold. I hadn't realised that Jetstar had included an inflatable neck cushion in the the comfort pack - a thoughtful and beneficial improvement however when I tried to brush my teeth before landing the tooth paste was missing and there was no paper cups in the toilet. These basic products are important. I can't brush my teeth so the comfort pack became ineffective. Jetstar is a budget airline it is not Singapore Airlines so fair assessment is needed considering value-for-money. Jetstar has made many improvements with cabin crew and ground staff customer handling skills. As I confirmed in my flight ex-Japan Jetstar can provide good food that meets business class expectations. However the toasted sandwich and cookies main course has me questioning whether my next flight to Australia in August should be with another airline. Jetstar's weak point - it cannot sustain a basic standard the difference between the two flight experiences was huge. Conversely its cabin staff and check-in staff have shown tangible improvement with courtesy and efficiency.",,,,,,,,4.0,4.0,,2,no,1.0,4.0,
2015-01-14,1,Australia,,Jetstar Airways customer review,"I flew from Darwin to Brisbane and Brisbane to Darwin. I am 6' 4"" and just can not fit in the seats. Very uncomfortable and painful for 4 hours. Never again.",,,Economy Class,,,,,1.0,4.0,,3,no,0.0,0.0,
2015-01-14,4,Australia,,Jetstar Airways customer review,SYD-BNE JQ824. Boarding at Sydney was utter chaos since for some unknown reason we were using a Tiger Air gate far from the usual Jetstar gates which had very little seating. The Jetstar airport crew had absolutely no idea what was going on and made boarding announcements by shouting at us and ordering passengers around. The previous flight was late arriving and it was a nightmare trying to disembark and then board passengers in such a small space. The flight itself was okay but the amount of legroom was very limited making me uncomfortable. Departed 35 minutes behind schedule and arrived 25 minutes late. As Jetstar is a budget airline I was not expecting high standards however the quality was disappointing. Next time I would be more than happy to spend a little extra to fly Qantas or Virgin.,,,Economy Class,,,,,1.0,2.0,,3,no,1.0,1.0,
2015-01-11,3,Australia,,Jetstar Airways customer review,Poor trip with Jetstar will be happy if I never travel with them again. Our direct flight was cancelled Sydney to Phuket and we were then sent through Sydney-Melbourne-Phuket meaning an extra few hours before we even left Australia. Once on board our Melbourne Phuket plane the seats were quite comfortable. Meal times were different we had paid and pre-ordered meals but no they had no record of that even though it was printed on our ticket. This meant we had no meals as only those prepaid and recorded were put on board. We could then purchase a toasted sandwich or pie most uninteresting and unsatisfying. The staff were less than helpful daughter had an infant and was not offered a spare cushion or any other help.,,,Economy Class,,,,,4.0,2.0,,2,no,2.0,3.0,
2015-01-11,7,Australia,,Jetstar Airways customer review,Bali - Melbourne 29 December. Business. A comfortable flight with very attentive and friendly staff. The seats are quite comfortable although nothing like Qantas or Singapore Airlines Business class. More like premium economy. The food was very filling and tasty with an excellent choice of drinks. My only complaint is that the IFE included was very limited. Just a very small selection of movies and music. Overall a very pleasant flight and worth the extra cost.,,,,,,,,4.0,4.0,,3,yes,4.0,3.0,
2015-01-11,7,Australia,,Jetstar Airways customer review,24 December 2014. Melbourne to Bali. A satisfactory flight. Very friendly helpful staff. The new 787 was very comfortable. I prepaid the IFE and food. The IFE was very limited. They should extend the range of movies and music. The food was quite good but also quite limited for a 6 hour flight. The main meal could have been more substantial and some sort of late evening snack should have been included.,,,Economy Class,,,,,4.0,4.0,,3,yes,3.0,3.0,
2015-01-05,,Australia,,Jetstar Airways customer review,"How else can you get out of Darwin to Bali? Jetstar cancelled our flight without much reason given ""come back tomorrow"" - so lost a whole day in Bali with all that went with that next day ""oh dear!"" we're diverting you via Melbourne. So back thousands of miles and then onwards to Bali - more lost time. Compensation offered was laughable. Sincerely given apologies? No way. They don't seem to be able to say sorry. As this was the first step of my journey home to England it didn't help that they also lost my luggage. They don't seem to have any up to date systems even though I gather they're a part of Qantas not that they're going to admit that.",,,Economy Class,,,,,3.0,1.0,,4,no,0.0,0.0,
2014-12-31,5,Australia,,Jetstar Airways customer review,Melbourne to Hobart and return in A320s. Everyone knows that Christmas week is very busy with long queues at the airport but Jetstar could make it much easier for passengers at Tullamarine by having a dedicated bag drop queue. Then there would be some point to checking in at home. The long queue that I had to join included both people who had already checked in and others who hadn't. After being called out of the queue to catch my plane there was a long wait in the airless dungeon that passes for Jetstar's terminal - then a late gate change which led us back into the Qantas terminal -- and then a long motionless queue with no information. Finally we were able to board around 30 minutes late. Once on the plane the journey was fine. The seat was comfortable and the service was friendly. There was a long wait at Hobart for luggage probably due to the arrival of another Jetstar aircraft minutes before ours. The return journey could not have been more different. Quick efficient check-in and boarding a comfortable seat (I was offered an exit row seat at check-in) and arrival in Melbourne 20 minutes early. However at baggage pick-up we followed the signs to carousel 1 where we waited for a long time before finding out that our luggage was spinning around carousel 4 (with no signs).,,,Economy Class,,,,,4.0,4.0,,4,yes,0.0,0.0,
2014-12-29,6,Australia,,Jetstar Airways customer review,Economy airline with really low special prices. Flew nearly 10 hrs Sydney to Honolulu return. Why don't they turn off the overhead TV screens rather than endlessly show the flight progress? This small detail would greatly improve the chance of sleeping. I didn't pay much so can't expect much I suppose.,,,Economy Class,,,,,4.0,3.0,,5,yes,0.0,1.0,
2014-12-29,,Singapore,,Jetstar Airways customer review,First time with Jetstar to Bangkok on 17th December. The flight from Singapore to Bangkok was fine. 15 minutes into the return flight to Singapore we had to return to Bangkok as ice had formed on the wings. We waited for more than 2 hours at the airport without knowing what would happen next. There was no communication between the ground staff and the passengers. We did even get a drink from the ground staff. Only when we approached the staff then we realized we had to stay in Bangkok for another night. Without giving proper instructions we were lead like blind mice around the airport. We waited again for more than half an hour before we were transported to a hotel near the airport. The ground staff were not be able to handle the situation well which left us feeling lost and frustrated. This will be my first and last flight with Jetstar.,,,Economy Class,,,,,3.0,2.0,,1,no,0.0,0.0,
2014-12-29,8,Australia,,Jetstar Airways customer review,JQ25/JQ26 Cairns to Tokyo and back on a Boeing 787-800 first row - business class which in terms of the seat and service is equivalent to international premium class or Qantas domestic business class. Very good service. Good food and drinks as much as you want. First time on a 787 decided to treat myself. IFE with limited selection. Good earphones. Comfortable seat although it is a recliner one and not lie flat. Plenty of legroom in row 1. Just to bypass the largest queue I ever saw at Narita airport and go straight to the check in counter worth the upgrade. Only thing missing is priority bag service to receive it first upon arrival.,,,Business Class,,,,,4.0,5.0,,5,yes,5.0,3.0,
2014-12-22,4,Australia,,Jetstar Airways customer review,Flew Melbourne-Osaka KIX via Cairns and Tokyo Narita-Melbourne. Flight over was on a 787 which was nice and new. Return flight on an older A330. Seats reasonably comfortable on both flights. Both flights on time. Service is basically non-existent. Crew seem so disorganised. Not sure what they do for the majority of the flight as you do not see them. If Jetstar are much cheaper fly with them but all in all even considering they are a low cost carrier flying with them is a nothing experience.,,,Economy Class,,,,,3.0,1.0,,2,no,1.0,1.0,
2014-12-22,8,Australia,,Jetstar Airways customer review,I have flown Jetstar a number of times over the last few months most recently to Cairns and return.. Their planes are new and clean and I find the staff overall very good. All flights I have been on have been on time. They have now become my domestic airline of choice.,,,Economy Class,,,,,5.0,5.0,,4,yes,4.0,3.0,
2014-12-18,5,Australia,,Jetstar Airways customer review,Flew MEL-DPS on 14 Nov on the 787 neat new aircraft - food was disappointing - not worth the $15 AUD. You are better off having a nice feed at the airport before take off. Drinks etc as expected overpriced not many options once you're in the air. Staff were doing the bare minimum to make things better. Just because its a low cost carrier it should not equate to a Low Level of Service. Certainly will be considering other options before booking Jetstar again.,,,Economy Class,,,,,4.0,2.0,,2,no,2.0,2.0,
2014-12-04,1,Australia,,Jetstar Airways customer review,Business class JQ47 from BNE to Bali. We had to walk from the airport building along the runway to the plane on the scorching sun. Flight was delayed more than hour due to wrong meals being loaded. Business class seats are total disaster more like premium economy. Touch screen is worse than any screen in economy class on any other airline. It was freezing cold during the flight. On my way back from Bali to BNE I spent few hours in the Premier Lounge which was hardly better than average pub in BNE. Walking back again from the plane to the building in BNE. Never again Jetstar.,,,Business Class,,,,,1.0,2.0,,1,no,1.0,1.0,
2014-12-01,1,Australia,,Jetstar Airways customer review,This airline should only be used in desperation as you last option. The ground staff which should be friendly and helpful treated me disrespectfully as if was my fault. I arrived at Sydney airport 40min before my 5.25pm scheduled departure for Melbourne and for several minutes was unsuccessfully trying to get my boarding pass using my Qantas Frequent Flyer Card at one of the automatic machines. When I was unable to get my boarding pass I approached the help desk. At the time I managed to speak with an assistant it was exactly 30 min before my scheduled Melbourne bound service. The service clerk informed me that I am now late for my flight and all other flights to Melbourne are fully booked and I can only fly the next morning. Being very unhappy with such treatment I informed the clerk that I will not be using Jetstar airline in future and then arranged my flight with Qantas for 6.30pm.,,,Economy Class,,,,,2.0,2.0,,2,no,2.0,2.0,
2014-11-25,4,Australia,,Jetstar Airways customer review,Flew MEL-LST. Arrived early at airport only to be told we weren't able to use the bag drop. Check-In staff were rather rude. Plane was old and dirty. Flight landed 5 mins late. Cabin Crew were quite good. Overall you are better off flying Virgin.,,,Economy Class,,,,,3.0,2.0,,3,no,4.0,0.0,
2014-11-25,1,United Kingdom,,Jetstar Airways customer review,Flew between Sydney and Uluru. The flights themselves were what you would expect from a budget airline. The check-in process however was a total shambles. At Sydney Airport there was just one long line for all their departures. Using the automated check-in machines was a waste of time - when we eventually reached the check-in desk the baggage tags we'd carefully put on were unceremoniously ripped off. We were still in the middle of the long line having arrived two hours before our scheduled departure time when we heard someone shouting our flight number. With great difficulty we managed to extricate ourselves and baggage from 'the maze'. Eventually we found the check-in desk where our flight number was being shouted. The check-in clerks were complaining to each other that they weren't being sent the right passengers. The return flight from Uluru wasn't much better despite being the only departure that afternoon. At the check-in they waited until all the passengers arrived before they very slowly began the process. Very galling to watch them sitting behind the check-in desks doing nothing while we all stood in line. Even when they did condescend to start work they seemed to believe that chatting between themselves was a higher priority than dealing with their customers. Value for money? I would want to be paid to experience that again.,,,Economy Class,,,,,3.0,1.0,,1,no,0.0,1.0,
2014-11-20,3,United States,,Jetstar Airways customer review,"Flew MEL-SYD on their 787 aircraft. At check was directed to international terminal as aircraft was going on to Bali. This added significant amount time as we had clear immigration and customs for a domestic flight. I had to pay $50 to check my bag even though I had an onward international ticket to the US- this was not told to me when I bought it. On board we sat at the gate for 1 hour while the crew waited for last minute ""paperwork"" so arrival was delayed by 1 hour. Did not even offer water for free so all in all the price was the same as Qantas.",,,Economy Class,,,,,3.0,3.0,,3,no,2.0,2.0,
2014-11-11,2,Australia,,Jetstar Airways customer review,I booked with Qantas frequent flyer points on the Qantas site and received all Qantas conditions etc. I went to the Qantas counter in Brisbane and was told I was to go down to Jetstar because it was a JQ number I was flying Jetstar? I had just driven to Brisbane as Qantas do not go to the Sunshine Coast. When I arrived at Jetstar there was just one girl attending to the baggage drop. I was eventually given my boarding pass and allocated seat 17. The Jetstar representative checking the cabin luggage was very officious. I lined up and the representative said to weigh my handbag computer and fascinator for the Cup the fascinator weighed nothing the total weight was well under 10kgs. The fascinator was damaged during this process. I asked if I could just carry the fascinator on board then she said you can only have 2 bags. I said the hat weighs nothing though. She said well put the hat on your head! I then boarded the plane and by the time the food arrived the air hostess said there was nothing left and I had to go without a decent lunch. Prior to boarding the plane there were four people near me who swore they would not fly with Jetstar again. I was very disappointed overall and definitely believe you have issues that need to be addressed.,,,Economy Class,,,,,4.0,3.0,,0,no,1.0,0.0,
2014-11-06,9,Australia,,Jetstar Airways customer review,First flights with Jetstar. JQ29 MEL-BKK and JQ30 BKK-MEL. Both flights comfortable and enjoyable by current discount airline standards. The only negative a 50 minute delay boarding (MEL) but the flight then arrived at destination early so it mattered little. Seat comfort good food good service good and attentive and IFE good. Business class with a discount airline is of course really the equivalent of premium economy with a full service airline. I can't speak for those travelling economy but can't see the justification in complaints about lack of extras when the customer chose the most inexpensive options not to pay for them. You get what you pay for.,,,,,,,,4.0,4.0,,4,yes,4.0,3.0,
2014-11-03,3,Australia,,Jetstar Airways customer review,Business Class from Denpasar to Sydney was a total waste of money. My husband had a fixed metal box between his feet Seat 2G and had to sit at an angle to stretch his legs. The footrest was of no value whatsoever. The so called 'touch' screen required a hard tap to operate and I felt every selection the passenger behind me made. He also had long legs and therefore I couldn't recline my seat as far as I wanted. The flight departed at 10.30pm and was scheduled to take just over 5 hrs. The first hour of the flight was taken up with Business Class passengers eating their 'free' meal. The small window of opportunity to sleep was reduced. The toilet was Out of Order from the start of the flight. We fly Economy Jetstar regularly and have low expectations high satisfaction. But to pay extra for this Business Class flight our expectations were higher and not met. So disappointing.,,,,,,,,2.0,5.0,,1,no,0.0,0.0,
2014-10-31,8,Australia,,Jetstar Airways customer review,Missed my BNE-CNS flight due to 2hrs holdup in Customs. Must say since I was coming off a SQ flight I didn't expect much help from Jetstar when I arrived 8 minutes after the gate closed but the staff radioed through and did their best to get me on. After it was clear that wasn't going to happen they cheerfully rebooked me for the morning flight and even gave me a front seat which was really nice. As for the flight it was fine staff are great but Jetstar seats always give me a back ache but maybe that's just me.,,,Economy Class,,,,,1.0,5.0,,5,yes,1.0,1.0,
2014-10-28,8,Australia,,Jetstar Airways customer review,We flew return from Melbourne to Tokyo on Jetstar. The flights were non stop so only 10 hours. Each flight left and arrived on time. The staff were efficient and friendly. We pre ordered vegetarian meals and they were excellent in fact some of the best airline food we have had. There is no inflight entertainment as advertised so we took our own iPads loaded with books and movies. We only had carry on luggage and although it complied with weight restrictions no one checked the size and weight. The seat pockets needed a good clean out as I found on both trips but the cabin and bathrooms were kept clean throughout the trip. The distance to the seat in front was a little squishy when the couple in front threw their seats back for the the return trip. This would be a problem if you are large. But I've had the problem on higher priced full serviced flights so it comes down to the courtesy of your fellow travellers. To date we have taken about 10 Jetstar flights and never a problem. You get what you pay for which initially is just a seat. All in all I will continue to fly Jetstar when the cost and flight duration remain so competitive.,,,Economy Class,,,,,4.0,5.0,,5,yes,5.0,0.0,
2014-10-28,,Australia,,Jetstar Airways customer review,Travelled from Gold Coast - Cairns on Sat 18/10/2014 with walk on bags no charge. Returned on Wed 22/10/2014 with walk on bags as same as gold Coast - extra charge $50.,,,Economy Class,,,,,3.0,2.0,,0,no,2.0,2.0,
2014-10-28,4,Australia,,Jetstar Airways customer review,Melbourne to Honolulu - we chose to fly Jetstar as it is the only airline that flies to Honolulu direct from Melbourne. It markets itself as a low cost no frills airline. It was certainly no frills but definitely not low cost. We flew the week before September school holidays and the airfares were very expensive. Overall I would describe the experience as mediocre. We were in economy and walking through business class I would not pay the extra for what looked like a sub par business class offering. The seats were okay but what you would expect on a domestic flight not a long haul international flight. It was a night flight so people were wanting to try and sleep. In the row behind us were four off duty Qantas flight attendants who proceeded to drink to excess talk extremely loudly and swear constantly disturbing other passengers for at least four hours. The flight attendants on our flight took about 5 hours to finally tell them to quieten down. I was astounded that they thought it was okay to disturb other passengers for hours on end. Appalling behaviour that should have been pulled up sooner. Inflight entertainment is non existent on back of seats which is ridiculous. You can rent Ipads for $18 which were woeful. The limited range of movies seemed to be geared towards the male audience. Even the lifestyle section was a selection of cars and music shows. They really need to take a good look at this very limited and poor offering. We heard many fellow passengers complaining about the Ipad content also. Food was either pre booked and very expensive meals or snacks you could buy on board. Take your own food on board would be my advice. It would have been good to see more gluten free offerings rather than a cookie. Service was basic not particularly friendly and mostly absent. Overall a below average experience.,,,Economy Class,,,,,3.0,3.0,,2,no,2.0,1.0,
2014-10-28,10,Australia,,Jetstar Airways customer review,Flew on JQ527 from Sydney to Melbourne on 17/9. As a normal Qantas traveller and having not travelled on Jetstar for 8 years I was pleasantly surprised of how good the service was. The flight itself was full and boarded late. Everyone had two pieces of hand baggage and the crew were very helpful in finding places to stow it. The efficiency and the professionalism of the crew was top standard and we actually pushed back on time despite the late boarding and the full flight! The aircraft was an A320 which has more legroom than the Qantas un-refurbished 737! After this experience I am certainly more happy to fly Jetstar if there isn't a convenient option on Qantas. My only problem was that there was no inflight entertainment whatsoever although I suppose that's the case with most budget airlines.,,,Economy Class,,,,,4.0,5.0,,5,yes,3.0,1.0,
2014-10-22,9,Australia,,Jetstar Airways customer review,JQ3 SYD-HNL. First time travel on JQ international to Honolulu not expecting much but very impressed. Purchased tickets months out so had the opportunity to get business class at a good price. Wide leather seats drink before departure and order off the menu adds the nice touch. Plenty of drinks and snacks after dinner and service very attentive. Stewardess very friendly and gave some tips on Hawaii as this first time there. Very impressed with the service and general experience overall. IFE limited but ok. If you can afford business class do it.,,,Business Class,,,,,5.0,5.0,,5,yes,5.0,4.0,
2014-10-22,,Australia,,Jetstar Airways customer review,My family of three traveled from Manila to Sydney. We were delayed 2 days in Manila and were not informed when our flight will be until the last minute. They put us up in a very nice hotel in Manila while we were waiting. The morning of the flight they decided to take everyone to the airport at least 3 hours before the flight. I guess they were going for the Guinness book of records for the longest queue ever. Because they didn't start checking people in until all the bus loads had arrived. Little did I know this was a sign of what was to come. We had to change at Darwin to a connecting domestic flight where we arrived about 1pm. As our connecting flight was not there yet they put us up in a hotel in Darwin. We had to wait in a queue in Darwin 3 hours for our new tickets. That plus the 2.5 hours we had to wait in Manila plus an hour at the hotel. All this waiting in queues with a 12 month old infant. The flight from Darwin to Sydney left about 2am. A family we made friends with while waiting in the queue suffered worse than us. They were put off the plane at Darwin because their baby had eczema around it's mouth. Wasn't the whole family just the father and 3 kids. Mother was waiting for them in Sydney. The pilot said the family was removed because the child had an obvious illness. I witnessed the whole event and the pilot never left the cockpit. Anyone that has had a child with eczema would have known what it was. so anyway the family was taken off the plane and left on the bridge. One of the flight attendants coldly carried the sleeping girl and dumped her on the bridge. A memorably bad experience. If you have a family don't fly Jetstar. They also promised to give us $200 worth of coupons each for future flights which turned out to be $50 when we tried to get them.,,,Economy Class,,,,,3.0,1.0,,2,no,2.0,3.0,
2014-10-22,2,Australia,,Jetstar Airways customer review,HNL-SYD and HBA-SYD return. First of all our flight from Hobart was delayed by nearly 2 hours. When we arrived in Sydney were told that no luggage had been loaded. It was very windy in Hobart so I get why this happened but we were off to Hawaii. Had we been given notice before checking in the luggage that this was a possibility we could have got our swimmers out and left the big bag in Hobart. Anyway Jetstar managed to give us about 3 different stories about when our luggage would arrive in Hawaii and each was completely contradictory. I spent perhaps 3 hours in the first couple of days trying to chase down what was going on. On the HNL SYD flight the attendants all seemed to be lovely but were absolutely hopeless. They were disorganised we didn't get a veg meal that we had ordered. The cabin was an absolute pigsty too - there was an overwhelming smell of urine there were coffee drips on my tray table milk spilt over the seat a carton of milk shoved down the side of the seat previous passengers' rubbish in the seatback compartment. I took my daughter to the toilet about 10 minutes after the seatbelt sign had been switched off and there was urine on the floor. We got back to SYD late and we missed our connecting flight. I had tried twice before leaving HNL to check in online it wouldn't let me. Tried again before going through customs wouldn't let me. I then called once we had got though customs talked to someone who told me she should be able to get it done. I asked her if she could let me know the quickest way to get to domestic and she said she could then put me on hold. Very long story short I ended up on the phone to her for 38 minutes got to check in 29 minutes before takeoff and was not allowed on the plane. I have travelled with Jetstar many times and at this stage the bad experiences outnumber the good about 3-1. Last time on a flight from HBA to MLB I organised (booked and paid for) transport via Jetstar and ended up at the airport with the company having no record of it and refusing to pick me up. The thing that I think frustrates me the most is that through all this it has been me who has had to chase everything up. Had we had decent communication and correct answers it would have been manageable.,,,Economy Class,,,,,3.0,2.0,,2,no,3.0,3.0,
2014-10-22,,Australia,,Jetstar Airways customer review,Another horrible experience. Last year I experienced a 4 hour delay in Melbourne on my return trip to Sydney which they blamed initially on mechanical trouble and a further plethora of excuses which I just tolerated at the time. Yesterday October 13th 2014 I copped another dose of Jetstars incompetence and attitude to its passengers. Supposed flying JQ413 at3pm to Sydney - arrived at 2pm. At 2.30pm an announcement made that the flight was cancelled (with no explanation) and that we were to be bussed 100km to Brisbane to join JQ817 to Sydney which didn't depart until 6.30pm. So instead of being home in Sydney at 5.30 pm we got there at 9.20 pm 4 hours late. Totally unacceptable. They don't provide proper service to their customers and as far as Im concerned I will never fly Jetstar again.,,,Economy Class,,,,,2.0,3.0,,3,no,3.0,1.0,
2014-10-20,2,Japan,,Jetstar Airways customer review,First and last time I will ever use Jetstar. You get what you pay for with this airline. Flew round trip from Tokyo to Fukuoka. The departure was fine nothing too major besides the language barrier. The return trip-was hell. I arrived at the airport and checked into the terminal at 1pm for a 2:30 flight. At 2 pm the notification was released that this flight and only this flight was to be postponed for 3 hours due to weather that was scheduled to arrive later that night. Why would you delay a flight so that it departs when weather turns bad vs while it's nice and sunny? I went to the ticket counter to enquire about being moved to the next available flight out and of course the next flights to my destination are on time and full. Great. So now my 2.30 departure is now a 5pm departure while all other airlines are on schedule. he attendant says I am more than welcome to book an earlier fight with a different carrier and will be refunded part of my trip - I was 'credited' 92USD not even close to half of the cost of the total trip but it was a refund. I proceed to a different carrier and walk away at the $430 one way option and sadly go back the original carrier after the prices were higher at each different carrier. I purchased the only flight to my destination for $115 - the only open and next available flight. I paid for the same seat twice. I have a seat on a plane that once again is delayed. The departure is pushed to 8pm. While 2 flights to my destination from the same carrier leaving the same terminal are not delayed.,,,Economy Class,,,,,3.0,3.0,,1,no,0.0,1.0,
2014-10-15,7,Denmark,,Jetstar Airways customer review,Domestic Vietnam HAN-SGN-HAN on 10 and 12 October 2014. Airbus 320 both ways. Delays but I was informed early (SMS and email) and eventually in both cases - offered even better departure times as compared to what I was booked for. Staff nicely dressed in fresh youth style with black T-shirts (with discrete logo) and trousers. They were fast alert smiling and very friendly despite the flight was full to the very last seat. This is a LCC without free onboard service - but prices are low e.g. a hot meal (4 options) is 3 dollars inc. soft drink. The giftshop onboard offers e.g. colourful ladybags with airline logos for 4 USD. Jetstar depends on bus transfers in both airports as LCC carriers obviously do not get access the direct boarding/disembarkation gates.,,,Economy Class,,,,,4.0,5.0,,5,yes,4.0,1.0,
2014-10-13,8,New Zealand,,Jetstar Airways customer review,CHC-SYD-MAROOCHYDORE return in late May / June 2014. Jetstar were almost obsessive about punctuality and to their credit these 4 flights were either right on time or earlier. The aircraft were all clean staff appeared friendly and helpful. Most enjoyable flights that met my expectations. Only thing is the seats are nearly always so hard that my backside becomes numb. Thousands of pax sitting for hrs on these seats soon destroys much of their cushioning. I never buy onboard. Bring my own food and bottled water. Here in New Zealand we regularly travel CHC- AKL-CHC and only use Jetstar. Punctual good fares and we are always satisfied in every way. They are a popular well used airline in NZ and vital competition for Air NZ. Overall satisfied with Jetstar as an airline.,,,Economy Class,,,,,2.0,4.0,,5,yes,0.0,0.0,
