Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
cebu-pacific,332922,2015-08-10,8,Philippines,,Cebu Pacific customer review,"Flight 5J-962 on Aug 4. Nothing much to say, the flight was on time, the price was cheap, the staff were nice. No food or drinks unless you are willing to pay for it. Good experience flying from point A to point B.",Solo Leisure,Economy Class,DVO,MNL,,August 2015,3.0,4.0,4.0,5,yes,,,,
cebu-pacific,326772,2015-07-16,3,Philippines,,Cebu Pacific customer review,"This is a no frills airline as you know. But you get what you paid for. The seats were not comfortable, during the 3 hours that we were in the air that's the time I slept, Secondly the FA's were very chatty (they were chatting loudly) and the plane was not clean. However, I still recommend because it was very cheap.",Family Leisure,Economy Class,Ninoy Aquino International,Tokyo (Narita),,June 2015,3.0,2.0,1.0,4,yes,,,,A320-200
cebu-pacific,322191,2015-06-27,4,Philippines,,Cebu Pacific customer review,"I have used this airline numerous times over the past couple of years and there is one thing you can almost always be sure of, your flight will be late (and I'm not counting delays caused by Manila air traffic control). Be prepared for cancelled flights (often at the last minute). My last flight (Manila to Cebu) was 90 minutes late due to 'a problem with the aircraft'. Tardiness apart, everything else was pretty much as one would expect from a no-frills airline. The staff were okay, check-in passable, the cabin was a little dirty with breadcrumbs on my seat.",Solo Leisure,Economy Class,Manila,Cebu,,December 2014,3.0,3.0,2.0,2,no,,,,
cebu-pacific,315520,2015-06-04,8,Australia,,Cebu Pacific customer review,SYD-MNL. Check in process looked like it was going to take a long time (huge line) but actually was very well run and took less than 20 minutes. Departed on time/arrived on time. I am 6ft3 and a very large build yet found the seat width and legroom (in the last 4 rows) very good and actually better than a lot of full service carriers. We did not pre-order any meals as they looked less than appealing but snacks were available and very reasonable prices. Great cabin crew always around if needed. Toilets kept clean and despite a full flight were never overcrowded. Very happy with this flight.,,Economy Class,,,,,4.0,4.0,,5,yes,3.0,0.0,,
cebu-pacific,315521,2015-05-11,7,Philippines,,Cebu Pacific customer review,Flew MLA-BKK return then domestic flight MLA-CYN return. No late running on these journeys though I know it can happen. The usual pleasant helpful staff except in Bangkok. They operate from Terminal 3 in Manila which is also decent.,,Economy Class,,,,,3.0,5.0,,4,yes,0.0,0.0,,
cebu-pacific,315522,2015-05-02,5,Canada,,Cebu Pacific customer review,Our family of 18 adults and children were supposed to return to Manila on the last afternoon flight from Coron in early April. As expected the flight got delayed a few times until it was announced that it was cancelled. Someone told us that usually if late afternoon flights are delayed chances are they get cancelled as Coron's airport does not have runway lights at night. We got shuttled to a hotel in the town proper and we were given 4 rooms which we refused as there were at least 5 families. We negotiated to be transferred to another (better) hotel which fortunately had the required 5 rooms. While this was a harrowing experience for us we were fortunate that their staff listened and attended to our needs. Cancelled flights are a big inconvenience esp when you are travelling with small children. We probably will never fly Cebu Pacific anymore.,,Economy Class,,,,,3.0,4.0,,3,no,0.0,0.0,,
cebu-pacific,315523,2015-04-16,,Hong Kong,,Cebu Pacific customer review,5J404 Apr 2nd and 5J405 Apr 9th. CEB seems to attempt promoting people to spend more time at the airport. For our recent family trip MNL to LAO they first informed by email and even followed up by call that the flight departure time was 1.5hrs earlier than scheduled. Just to let us then wait for almost 2hrs at a very crowded gate for the departure with a short note that the airplane had not yet arrived. We certainly would have found a better use in MNL for those 2hrs instead of waiting at the airport. It seems CEB starts their implementation of new schedules with informing their customers but only some time later also telling to the pilots and airport about it - interesting approach. Funny enough once we arrived in LAO the crew even announced proudly we arrived as scheduled! On the return flight they seemed to attempt to make up for it by departing 10min ahead of schedule from LAO. Leaves me wondering why they have a schedule at all?,,Economy Class,,,,,3.0,2.0,,2,no,1.0,1.0,,
cebu-pacific,315524,2015-04-14,4,Hong Kong,,Cebu Pacific customer review,Flew from Hong Kong to Cebu in March 2015. My wife did the booking so I was spared the aggravation of dealing with CP booking procedures and the constantly changing/escalating prices throughout the process. The usual complete chaos at Cebu Pacific check-in HK with insufficient check in staff and no organisation with a planeload of customers queuing for one Cebu flight desk up to the last minute whilst later CP flights were being also being checked-in. CP routinely boards from the satellite terminal which is a bus ride away from the main airport terminal. Stressful start to the journey. Once on the flight you realise why headline prices are so cheap with the bare minimum of legroom no food or even water unless you pay. Overall cheap but uncomfortable and stressful.,,Economy Class,,,,,2.0,2.0,,3,no,1.0,1.0,,
cebu-pacific,315525,2015-03-30,9,Australia,,Cebu Pacific customer review,Having recently travelled on uncaring Sri Lankan Airlines it was a pleasure to be back on Cebu Pacific (SIN-MNL.) While seat pitch is restricted somehow the A320 felt more roomy than on UL. The 5J flight crew (all female as is often the case) were very pleasant and had manners unlike some on UL. The annoying Cebu Pacific game is repetitive and the prize of a small pouch hardly anything to rave about. In contrast there is quite a good selection of reasonably priced snacks while the pre-ordering of hot meals has become quite popular. Cebu Pacific flights are popular and in my case ran almost on time which was a bonus.,,Economy Class,,,,,3.0,5.0,,5,yes,4.0,0.0,,
cebu-pacific,315526,2015-03-18,5,United Kingdom,,Cebu Pacific customer review,I undertook 6 flights on Cebu Pacific in February 2015. On 5 out of the 6 flights were delayed and the common excuse was traffic issues at Manila. This while other airlines plying the same route were leaving on time without any delays. Cebu Pacific announce proudly on their website when you book that they have a 69.1% punctuality rate for February! Onboard seating is comfortable and service is good though I do wish they would stop playing those silly games which can be annoying if trying to sleep on a night flight. There doesn't seem to be a consistent set of rules regarding use of ipads during flight. Some of the flights it was announced that it was ok to use ipads/ tablets if in flight mode throughout the flight from pushback to landing. On other flights they weren't allowed to be used till at cruising altitude. Since Cebu Pacific took over Tiger Air for domestic flights in the Philippines there now is really only Cebu Pacific of Philippine Airlines and as a result a number of routes have been cut completely and fares increased significantly. Cebu Pacific announced no more fuel surcharges however the price of flights increased so customers pay the same or more. When booking online beware of the add on's such as insurance / seat selection etc which are automatically added and must be removed by passenger if not wanted. Overall Cebu Pacific have good modern aircraft and provide a decent service just allow extra time (3 hours) for delays which almost always occur.,,Economy Class,,,,,5.0,5.0,,4,yes,4.0,1.0,,
cebu-pacific,315527,2015-02-11,3,Canada,,Cebu Pacific customer review,Manila-Butuan/Manila-Cebu round trip: The price was really cheap but it fired me back with 3 hour delayed flight and overpriced meal (cup of water - 50 Pesos) seriously? From the airport the first checked in bag cost me 540Pesos (around $12) for only 15kilos which was really pricey for local travelers. The flight was not that smooth but the flight attendants were really polite. This flight is not recommended for travelers with international connecting flights on the same day. This is a really time consumable flight in exchange of lower price.,,Economy Class,,,,,4.0,5.0,,4,no,1.0,4.0,,
cebu-pacific,315528,2015-02-11,6,Singapore,,Cebu Pacific customer review,I travelled with Cebu Pacific on 1 Feb 2015 from MNL-USU and on 3 Feb 2015 from USU-MNL in the afternoon and from MNL-SIN in the evening. I was worried after reading all the negative reviews about CP as it was my first time travelling with them and deliberately gave myself a long layover (about 5hrs) btw my return flight from USU and then to SIN on the same day. I pleasantly surprised when I travelled with them. I did a web check-in and got to the check-in counter 2hrs before flight time. Ground crew was friendly and polite. Flight left on time for MNL-USU and there was only a 15 min delay from MNL-SIN. Seats are typically what you find on a budget air. Didn't eat so can't comment on the food. Good thing CP is at Terminal 3 as I could eat do a massage and shop a bit during my layover. Would fly with them again.,,Economy Class,,,,,3.0,4.0,,4,yes,0.0,0.0,,
cebu-pacific,315529,2015-01-26,6,United Arab Emirates,,Cebu Pacific customer review,Dubai - Manila - CDO on 16 December. Flight was very basic food was poor minimal and overpriced. No inflight entertainment staff were correct but seemed more interested in chatting to each other. My seat was near the emergency exit so enough foot space but due the freezing air leaking through the door far from pleasant. Transit in Manila was ok although in Dubai we were advised by Cebu Pacific to collect and transport our luggage ourselves. Totally unnecessarily and did pressure our short transit time of 90 minutes. On departure at CDO a very friendly counter staff member gave us a some VIP treatment prepared all OWF papers of my wife managed to transit our luggage by Cebu Pacific itself because the very short transit time in Manila (from T3 TigerAir to T4 Cebu Pacific in 90minutes!) and gave us both seats in the front-row. The flight from Manila to Dubai was very bumpy and unpleasant so Cebu Pacific has it's pro's and cons.,,Economy Class,,,,,3.0,4.0,,3,yes,2.0,2.0,,
cebu-pacific,315530,2015-01-19,,Philippines,,Cebu Pacific customer review,Our flight was scheduled to leave from Manila to Caticlan (Boracay) on January 8 2015 at 2.35pm. First no announcements were made until past departure time. Once the announcements finally came they merely mentioned as a side note that our flight was canceled and that we should proceed to the counter for rebooking. After waiting in line for another half hour they booked us on a 5:30 PM flight which however will only leave at 8pm because (as usual) other delays. This flight was now going to Kalibo which is another 2 hour bus travel away from Caticlan. That flight was delayed AGAIN and departed only at 9.30pm. We landed in Kalibo at 10.30pm and arrived at our hotel at around 1am. All other airlines left on time so it definitely wasn't an issue with the Airport.,,Economy Class,,,,,1.0,1.0,,1,no,0.0,0.0,,
cebu-pacific,315531,2014-12-31,,Australia,,Cebu Pacific customer review,Return flights booked from Manila to Caticlan. The flight out was meant to be at midday but was delayed several times with no announcements before we eventually were taken out on the bus to the plane 3.5 hours late. We were taken back to the terminal again and told the flight was cancelled. We were then put on a later flight to Kalibo even though we had paid to fly to Caticlan - this was to leave at 5pm. This flight was then delayed 30 then 60 then 90 minutes finally leaving at 8.45pm. This got us to Kalibo at around 10pm and we then had to get a coach for 2 hours to get us to where we should have been at 1pm. We finally got to our destination at 1:30am - about 12 hours after we should have. The night before we flew back we got an email to say our flight was cancelled and we were to call them to rebook or get a refund. We rang and could not get through to anyone. As a result we had to book a Philippines airline flight at our expense to ensure we got back to Manila for our connecting flight home a total disaster. Trying to get a refund from them for the cancelled flight took over 30 minutes on the phone and it will then be 10 business days until the refund is even processed. Will never fly them again.,,Economy Class,,,,,1.0,1.0,,1,no,1.0,1.0,,
cebu-pacific,315532,2014-12-29,8,Philippines,,Cebu Pacific customer review,MNL-TPE on Flight 5J312. Snagged a promotional fare which kept the cost of this flight very low even after adding extra for baggage etc. Polite cabin crew prompt and patient with passenger requests. Seat comfort was adequate for the short flight (2 hours) but probably not for a longer route. IFE nonexistent (unless you count the in-house magazine and the infamous onboard games). Food not bad but hideously overpriced better save your money for a meal at the airport. Arrived on time. Will fly with Cebu Pacific again on this route if I can get cheap seats during a sale.,,Economy Class,,,,,4.0,5.0,,4,yes,2.0,1.0,,
cebu-pacific,315533,2014-12-29,3,Canada,,Cebu Pacific customer review,"I am not impressed by Cebu Pacific and doubt I will fly with them again. Was supposed to fly out from Caticlan (Boracay) to Manila but flight got cancelled and we were put on another flight out of Kalibo which is 2hrs away from Caticlan. I had to arrange for a transfer on my own terms. Then the flight out of Kalibo was over an hour late without notification. The boards did not show any flight status's. I had to ask to find out and I was told 30mins delay or more. I thought because Kalibo airport is small that's why it seemed so unorganized. I finally get to Manila where I have a connecting flight to Hanoi. And it happens again. Gate changes twice flight delayed without any notification. No one at the gate to assist. No communication whatsoever on why we aren't boarding at the time indicated on our boarding passes. My flight ended up being delayed by over an hour again. The staff are polite and helpful but they should be trained to be more proactive in updating passengers. The flight cabin is also tight not much leg room if you are 5'7"" or taller. Planes are also quite loud. All in all my experience has been disappointing.",,Economy Class,,,,,2.0,3.0,,2,no,0.0,1.0,,
cebu-pacific,315534,2014-10-31,10,Germany,,Cebu Pacific customer review,I flew Cebu last July from Manila - Cebu and back. I have nothing but praise for the airline. The return trip could have been a nightmare as I needed to get to Manila for connecting flight to Schiphol. My scheduled flight was delayed for some hours due to impending typhoon and I would have missed the connection. The wonderful staff at the desk pulled out all the stops and got me on the earlier flight with minutes to spare. I got on board just as doors were closing and made my connection in Manila. I cannot imagine this happening anywhere else.,,Economy Class,,,,,5.0,5.0,,5,yes,0.0,4.0,,
cebu-pacific,315535,2014-10-22,2,Guam,,Cebu Pacific customer review,Posted fares are deceptive and your actual fare may double. We flew Clark to Singapore connecting to Jakarta. There is a fee to connect fuel surcharge security charge web admin fee luggage $50 aviation levy and seat selection fee for each leg. My original trip was 14000 peso but I ended up paying 30500. You can take PAL or Garuda for the same price. There needs to be transparency in pricing and their advertising is deceptive. Aircraft was half full but you are not allowed to move to a seat with more space. I had middle seal in the last row with passengers on both sides. In spite of empty seats forward I was not allowed to move. Hand carry baggage was on the floor blocking egress as the overheads were jammed full. I kept briefcase at my feet.,,Economy Class,,,,,1.0,2.0,,1,no,0.0,1.0,,
cebu-pacific,315536,2014-10-12,7,Australia,,Cebu Pacific customer review,"I recently flew Cebu Pacific BKK-MNL red-eye flight which was fine (I paid for an exit seat). A few days later I flew MNL-PPS - being the day after the Manila floods the terminal was in complete chaos and the flight was 2 hours late but not bad in the circumstances and again the flight itself was fine. Cebu Pacific fares can look like a good deal but beware of their change fees. Due to the floods I needed to rearrange my travels and change my return flight from PPS. It would have cost me 1977PHP to change my CEB ticket - I chose instead to pay 1837PHP to buy a whole new ticket on Philippine Airlines. With PAL I was able to pay with my Australian Mastercard and avoid CEB's ""web admin fee"".",,Economy Class,,,,,3.0,4.0,,3,no,2.0,0.0,,
cebu-pacific,315537,2014-10-05,8,Australia,,Cebu Pacific customer review,Flew on their new route MNL-SYD. As this is a low cost carrier you get what you pay for. There are no blankets pillows complimentary food and drinks or Inflight Entertainment. However the website was easy to navigate when making bookings the aircraft was clean cabin crew were friendly lavatories spotless throughout the flight and the flight was on time. Inflight entertainment consisted of complimentary wi-fi with movie and magazine choices for viewing. You need your own wi-fi enabled device to use the service. Internet access was also available for USD12.00 for the flight. The wi-fi service was stable and reliable. If all you are seeking is a cheap seat Cebu Pacific is the way to go. The fare cost AUD150.00. A competing carrier was offering a fare of AUD700.00. A nice touch was entering the aircraft into the cabin not via a galley which is standard of most aircraft designs. Entering directly into the cabin creates the impression of more space. The configuration of the Cebu Pacific A330-200 is tight with only 8 lavatories. However the cabin is all one class of service and there were no queuing issues with lavatories. Will fly them again for the cheap ticket cost and friendly service.,,Economy Class,,,,,4.0,5.0,,5,yes,2.0,3.0,,
cebu-pacific,315538,2014-10-05,7,Australia,,Cebu Pacific customer review,Flew SYD-MNL return for $144 (AUD) return bargain of a deal. Having flown AirAsia many times I knew the standards of a low cost airline it was pretty much the same. The planes were very quiet (new Airbus A330-300) seats were a little bit smaller and not as comfortable (harder) than AirAsia seats also the recline angle was not as generous but for the price and short distance who cares? A little over cautious on the final security check at the gate on our return flight from MNL total unnecessary (probably not their fault though but rather a requirement set by the Australian Government same thing happens in KL for example). This meant a delayed departure of about 40min they should have allocated more time prior to boarding. Would I fly with them again yes if you love the Philippines and don't care about 'proper airline' service then why not I could even see myself pay $600 for a flight beats flying to KL and then onwards. There are a few other operational procedures they should iron out but fairly satisfied.,,Economy Class,,,,,4.0,3.0,,5,yes,3.0,3.0,,
cebu-pacific,315539,2014-09-22,1,Japan,,Cebu Pacific customer review,"If you are looking for a cheap easy flight look elsewhere. Cebu lists low rates to get you started on purchasing a ticket by listing a super low price. By the time you're finished making the reservation it might be quite a bit more and by the time they finish ""nickle-and-diming"" you for all the ""extras"" you will have paid more for the flight. In my case I got a round trip ticket from Japan to Manila for what I thought would only be about $300 USD. By the time I finished checking in for my return flight I will have spent more than $700 USD in total. For an international flight that provided no food or water without extra payment. Everything about the flight is cheap. There are no movies no pillows no blankets if buy food on the flight they hand you a hot aluminium case of food (street vendor style) without a tray like other airlines do which makes it all to easy for things to drop away under other seats. In my case I only had so many Philippine Pesos left so I could only afford a dish to eat but couldn't get any water or anything at all to drink. Take my advice if you want a well priced flight that has transparent policies provides food and water during long international flights has movies to watch provides comfort in the cabin (with bedding and providing liquids to drink) choose another airline: for example ANA Singapore Air JAL United. I've travelled to over 30 countries. Cebu was one of the more expensive flights I've taken (final price) and the value for money was the absolute worst.",,Economy Class,,,,,2.0,3.0,,1,no,1.0,1.0,,
cebu-pacific,315540,2014-09-06,9,United Arab Emirates,,Cebu Pacific customer review,"DXB-MNL MNL-DXB - as what the brand suggests ""Budget Airline"" so don't expect a five star service. Nevertheless the cabin is clean staff are friendly food are good (Chicken Adobo and Beef Caldereta).",,Economy Class,,,,,3.0,5.0,,4,yes,4.0,0.0,,
cebu-pacific,315541,2014-08-26,10,Australia,,Cebu Pacific customer review,Flew Bangkok-Manila and return. This was my first flight with this airline and I was very impressed. Flight attendants were efficient and pleasant. I would most definitely use them again.,,Economy Class,,,,,4.0,5.0,,4,yes,0.0,0.0,,
cebu-pacific,315542,2014-08-18,10,Luxembourg,,Cebu Pacific customer review,Flight from DUM-MNL on a A320. Nice flight without problems. The crew were really nice and polite.,,Economy Class,,,,,4.0,5.0,,5,yes,0.0,0.0,,
cebu-pacific,315543,2014-08-11,8,Australia,,Cebu Pacific customer review,"My family and I had a Manila - Caticlan flight and it couldn't have gone any smoother. We were running late for our check in as there was a car accident on the way and we thought that we would miss our flight. Luckily as we arrived at the counter they were just putting the ""closed"" sign up and they put us through. One of our group member hadn't pre-purchased the baggage allowance so that took a few more minutes to put through. As we were on our way to the gate we heard our names being called and made a quick dash to the gate and again as we arrived the were just closing the gate and they quickly called the bus over to take us to the tarmac! We found them to be very helpful and accommodating. Would definitely travel with them again.",,Economy Class,,,,,4.0,5.0,,3,yes,0.0,0.0,,
cebu-pacific,315544,2014-07-31,8,Hong Kong,,Cebu Pacific customer review,"5J142 MNL-HKG. Often take Cebu pacific for this route and usually on time give or take 10-15 mins. The only complaint is that the departure gates are a mess. We checked in and were told it is gate 109. When we passed immigration noticed an electronic board saying gate 114. I went to 109 which was packed and asked a CP representative who said yes the flight has been changed to gate 114. Went back to 114 where just a handful of people were waiting and indeed we did embark from gate 114 (to a bus which drove us close to gate 110) and then I could see lots of people scurrying from 109 to 114 so they clearly hadn't told all the waiting passengers at 109! There as mass confusion as it seemed almost every flight had its gate changed. Apart from that it is what you expect no food or drink (and no veggie dishes to buy) silly games which pass as ""entertainment"" to make my flight ""more memorable"" but it got back on time and that's what matters!",,Economy Class,,,,,4.0,4.0,,4,yes,2.0,0.0,,
cebu-pacific,315545,2014-05-12,8,Austria,,Cebu Pacific customer review,DGT-MNL Seat 1A on 5J626. Flight cost €21 including seat reservation and 20Kg hold luggage. No meal service as it is a low cost airline. On time departure and early arrival for this 1h10 min domestic flight. Cabin crew friendly and full of smiles. A320 new and felt safe onboard.,,Economy Class,,,,,4.0,4.0,,5,yes,0.0,0.0,,
cebu-pacific,315546,2014-04-22,,Philippines,,Cebu Pacific customer review,As has been mentioned by others have flown Cebu Pacific for years. I have an account that pulls up 7 pages of flights that I've recently booked for family and friends and myself. But no more. Flights get changed too often and there is absolutely nil for error on the customer's part. This is part of the low cost ethos. I get it. However having not taken our flights last night owing to their computer not working we are out over 43000pesos. Forfeit is the term they throw around. When I booked all was fine when I flew each flight time was changed at least once. The last flight was 30 min. earlier which meant we missed our international flight. The girl at the counter tried to scurry but she knew it was for not. It is the customer's loss. As it stands they have flown a total of 10 empty seats that I have paid for. Some were my fault but some were due to scheduling conflict created by adjusting flight timetables. There is zero allowance for this. Low cost carriers yes! When they change a flight they still maintain forfeit forfeit forfeit.,,Economy Class,,,,,0.0,0.0,,1,no,0.0,1.0,,
cebu-pacific,315547,2014-04-19,1,Philippines,,Cebu Pacific customer review,"I booked a flight from CRK to HKG with Tiger air on 1 March and from then on things rapidly went downhill. On 11 March I received an e-mail from Tiger air telling me that my early morning flight was now an evening departure. On 20 March a further e-mail arrived telling me my booking reference was now a new Cebu Pacific one and any inquiries were to be directed to them. I found that I was now unable to check-in online and had to do this at the airport. Come departure time there is no sign of the flight. No announcements had been made so I went to the inquiry desk to see four members of staff staring intently at their I-phones. I was informed that the aircraft was on its way and would be here in 30 minutes. One and a half hours late we finally departed. No announcements from the flight deck for the duration of the journey and no apologies received from the cabin staff. On the return flight I went to Terminal 1 as per my flight itinerary only to be told ""no it's terminal 2"".",,Economy Class,,,,,3.0,3.0,,3,no,0.0,0.0,,
cebu-pacific,315548,2014-03-26,9,United Arab Emirates,,Cebu Pacific customer review,Mar 6 2014 DXB-MNL New A330-200 aircraft was used and its so refreshing once u enter on the plane seat is narrow for economy flight crew were polite and always smiling. Very cheap fare compared to others on time departure from DXB and arrival in MNL. Will definitely fly this airline again.,,Economy Class,,,,,4.0,5.0,,5,yes,4.0,0.0,,
cebu-pacific,315549,2014-03-17,,Thailand,,Cebu Pacific customer review,I have flown Cebu Pacific every 3 months for more than 10 years booking both international and domestic routes through them. Yes there had been occasional issues but nothing like what is happening currently. I had booked a direct Bangkok to Cebu route several months ago for a flight for the end of this month March. On Feb 18th Cebu notified me that this route had been cancelled but they would offer me a BKK-MNL-CEBU route and return at no extra charge. I told them that the BKK-Manila they were offering me departing Bangkok at 12.30 in the morning arriving in MNL at 4.50am and then a multi-hour layover in MNL before the late morning flight to Cebu (total flying and ground time of around 9 hours) was not convenient to me and could I take the mid-morning departure from BKK and connection from there. Answer no. I asked if I could take the early morning routing they were suggesting but take a two day layover in MNL (at my own expense) so I could rest and then continue on the late night flight to Cebu. Answer no. They insist I must take the inconvenient departure time and complete my travel in one day. I have booked Philippine Air for my return because they are virtually the same fare price no add-ons and have a much more convenient schedule for this route. Where Cebu Pacific had been my first airline of choice now they will be my last.,,Economy Class,,,,,3.0,4.0,,1,no,3.0,1.0,,
cebu-pacific,315550,2014-03-11,9,Philippines,,Cebu Pacific customer review,MNL-HK on a 5.30 am flight. Check-in is a breeze since we opt for web-check-in (10 min for baggage drop and immigration) Cebu Pacific uses NAIA Terminal 3 so no complains there. Immigration personnel are all young (no more grumpy old immigration staff). Boarding is on time flight crew are very warm and friendly. Landed 10 min ahead of schedule. Will fly them again for International trips especially in the morning schedule but totally opposite with domestic flights. Seats are comfortable if you're lucky enough to ride their new A320.,,Economy Class,,,,,3.0,5.0,,5,yes,0.0,0.0,,
cebu-pacific,315551,2014-02-27,8,United Kingdom,,Cebu Pacific customer review,MNL-BKK. Last minute change of plans so only booked a few days ahead. Price pretty much the same price as Philippine Airlines. This has been a steady trend with Cebu Pacific - they're not as cheap as they used to be. On the plus side the flight was bang on time not too crowded with efficient cabin crew. Drinks and snacks were available at reasonable prices. But the best part of using Cebu Pacific is operating out of Terminal 3 zero wait to check-in early morning and 10 minutes later I'm relaxing in Departures.,,Economy Class,,,,,3.0,4.0,,3,yes,3.0,0.0,,
cebu-pacific,315552,2014-02-10,7,Australia,,Cebu Pacific customer review,We had two flights: Flight 5J384 Cagayan De Oro City to Manila then 5J499 Manila to Kuala Lumpur. We taxied out onto the runway we sat there for 15 minutes as we didn't have clearance to take off. Check in was quite clean I was happy to have my bags checked in all the way to Kuala Lumpur. Flight staff were friendly and food wasn't too bad. Arrived in Manila on time. Departing for Kuala Lumpur proceeded straight through to immigration and then to the gate. I love the convenience of international and domestic being at the same terminal that was the main reason I choose Cebu Pacific for my flight to KL. Food selection was quite bland onboard. Arrival into KL was on time a little early. It is a shame they land at LCCC but you get what you pay for. Overall Cebu Pacific for the price stood outt. I would recommend them based on what I paid.,,Economy Class,,,,,3.0,4.0,,4,yes,2.0,1.0,,
cebu-pacific,315553,2014-02-10,10,United States,,Cebu Pacific customer review,Recently flew SIN-MNL and just pleased with the overall experience on flying with 5J. Check-in at SIN was easy with the web-check-in desk the plane was spotless crew was very pleasant and best of all getting to land in NAIA Terminal 3. I have flown with 5J since the late 90's with their DC9's and have been lucky to have never experienced the problems many have listed here.,,Economy Class,,,,,5.0,5.0,,5,yes,5.0,0.0,,
cebu-pacific,315554,2014-01-13,10,Saudi Arabia,,Cebu Pacific customer review,DXB-MNL-LGP-MNL-DXB flew outbound leg on 25-DEC-2013. My review would focus more on reliability of this airline. In MNL I had immediate connection to LGP with only about 1.15 hrs to catch the flight including immigration formalities. A slight delay in DXB would mean missing my flight. However thanks to Cebu Pacific for their timely departure from DXB and arriving 15 mins. early in MNL - could have been earlier without the usual traffic congestion in MNL. I was able to catch my flight to LGP with one day to prepare for my sister's wedding. Return flight was the same - on time.,,Economy Class,,,,,4.0,5.0,,5,yes,4.0,4.0,,
cebu-pacific,315555,2014-01-06,8,United Kingdom,,Cebu Pacific customer review,December 2013 I flew 5 CPA flights Bangkok - Manila return and 3 internal flights. All were on time leaving FA were polite and attentive so for a budget airline my experience was excellent. I really do not understand why people complain about this airline so much as I have used them in the past and will continue to use them in the future if they keep providing such good value for money.,,Economy Class,,,,,3.0,4.0,,5,yes,0.0,0.0,,
cebu-pacific,315556,2013-12-29,,Hong Kong,,Cebu Pacific customer review,Hong Kong to Bacolod via Cebu and Bacolod to Manila. Very poor airline. Each flight was unadulterated. Seat pitch is miserable. Check in at Bacolod was a terrible mess and so many extra taxes to pay at the airport. Fares are not budget when all the hidden add ons are included. Will not fly Cebu Pacific again.,,Economy Class,,,,,1.0,3.0,,1,no,1.0,1.0,,
cebu-pacific,315557,2013-11-27,1,Philippines,,Cebu Pacific customer review,They cancelled our flight to Caticlan. Asked us to take another flight to Kalibo 3 hours later. When we demanded a refund they said they would only refund one way and that we had to forfeit our return ticket. After hours of waiting we found out that they had other flights to Caticlan which they told us was cancelled but actually continued. After arguing with the counter staff and managers only were we allowed to take another flight to Caticlan. Same issue from Caticlan to Manila. Flight was cancelled. After continuously complaining at the counter they allowed us to take the earlier 5J Cebu Pacific flight back from Caticlan to Manila. Horrible Service.,,Economy Class,,,,,2.0,1.0,,1,no,0.0,0.0,,
cebu-pacific,315558,2013-11-20,,United Kingdom,,Cebu Pacific customer review,9th Nov Hong Kong- Manila and Manila- Busuanga (cancelled). 15th Nov - Tagbilaran - Manila and Manila - Caticlan (diverted to Kalibo). During the last few weeks we have made 4 trips on Cebu Pacific and each one has been a challenge. 3 flights were delayed and 1 cancelled completely. Of the 3 which were delayed one to Caticlan was so late they ended up diverting to Kalibo as the airport was closed. As soon as anything goes wrong they are useless. I made 2 calls to them and spent over 2.5 hours trying to resolve problems and all you do is go round in circles. When you ask to speak to a manager they tell you there isn't one. If you insist eventually one appears. Their managers aren't any better though so there really is very little point. If they promise to email you don't believe them. They're unlikely to bother. Don't expect to be informed if you're flight is cancelled if you haven't got a local number. All in all if things go smoothly you may be ok. Once they start to go wrong you're in trouble. If you want some degree of certainty you may be better sticking with PAL!,,Economy Class,,,,,3.0,4.0,,1,no,0.0,0.0,,
cebu-pacific,315559,2013-10-20,5,Singapore,,Cebu Pacific customer review,Singapore-Manila (return). Flight to Manila on an A320. Delayed with no notice or apology in Singapore. It's as if nothing happened. Very tight leg room and no magazines on seat pocket which made the no IFE flight seem longer. Also cabin was not clean with pen marks on seat tray table and bits of chips fell while taking bag from overhead compartment. Return flight was on a new A330. Seats were fairly comfortable and clean cabin. Overall uneventful flights and very cheap fares. I don't mind flying with them again for short haul flights (if given a choice between Cebu Pacific and another airline I will choose the latter) but it's a big no for long haul flights.,,Economy Class,,,,,2.0,2.0,,4,yes,2.0,1.0,,
cebu-pacific,315560,2013-08-15,,Australia,,Cebu Pacific customer review,Definitely by far the worst airlines I have encountered. Boarded the plane at Manila to go to Caticlan which is supposed to be a 45 min flight. The plane did not leave Manila until 5.5 hours later and still with all passengers on board the plane. Unacceptable excuses provided by the captain and also we were diverted to Kalibo Airport instead. Due to this incident we lost one nights accommodation in Boracay. Pay the extra fees for an airline that you know is reliable.,,Economy Class,,,,,3.0,4.0,,4,no,3.0,0.0,,
cebu-pacific,315561,2013-08-04,6,Philippines,,Cebu Pacific customer review,TAC-MNL (5J-654). Delayed almost 20 minutes due to bad weather cond. Good seats friendly flight attendants food and drinks served for a fee.,,Economy Class,,,,,4.0,4.0,,4,yes,0.0,0.0,,
cebu-pacific,315562,2013-08-01,5,United States,,Cebu Pacific customer review,MNL-TAG short hall domestic flight with 8 people including infants. Flight was a bit late but was a nice Airbus jet and was OK. Very good fare except they nickel and dime you for everything and they have no advanced boarding for families with infants.,,Economy Class,,,,,4.0,3.0,,4,yes,3.0,0.0,,
