Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
lion-air,386487,2016-03-21,1,Finland,,"""read feedback before booking""","Booked a Lion Air flight from Bali to Jakarta because I had a connecting flight to Europe 4 hrs later after arriving to Jakarta. When checking status of flights same day as I should fly, there's no such flight - checking mail and in the spambox is a mail from Lion Air (late from previous day), saying that my flight is cancelled and I have a ticket for a flight 1 hr later. Fine I thought, mailed the Lion Airs customer service and asked if they know if the flight is on time and how I best can take me from terminal 3 to terminal 2 in Jakarta and explained that is important for me to check in 2 hrs before my connecting flight to Europe. Only answer I got was that it is not possible for me to cancel a flight per e-mail and no other information. Mailed them back asking what kind of customer service is this when not answering any of the questions I asked and told them that I'm not trying to cancel my flight, just trying to make sure that I will get to terminal 2 in time, of course no answer to my second mail. Got to Denpasar 3 hrs before my flight to Jakarta just to meke sure everything's ok, checking in with my old ticket and was told that my flight is 1 hr later as I already knew, asked if the flight is on time, they assured me so. Boarding half an hour later and departed 1 h 15 mins late, landed, waited for my baggage 45 mins, tried to take a shuttle bus to other terminal, it never came, took an overpriced taxi, but it was worth it, and I got to the check in 1 hr before my connecting flight. Only just made it and never been so stressed. Worst airline I ever used and the customer service is a joke! I learned a lesson also, always read feedback before booking anything, if I'd checked feedback on Lion Air before booking I'd chosen another company, I suggest you do the same.",,Solo Leisure,Economy Class,DPS,CGK,,March 2016,2.0,2.0,,,2.0,,1.0,no
lion-air,385071,2016-03-16,1,Thailand,,"""a complete disaster""","Jakarta to Denpasar and a complete disaster with Lion Air. The flight was 1.5 hours late with no information provided at all. When asked, ground staff shrugged, were rude and said they don't know. All this for a 9pm flight. On the airplane itself, they said the lateness was due to ""operational reasons"". I will never fly them again and wouldn't recommend them either.",Boeing 737,Solo Leisure,Economy Class,CGK,DPS,,March 2016,3.0,3.0,,,1.0,,1.0,no
lion-air,377958,2016-02-12,1,Indonesia,,"""30 mins waiting for bus""","Denpasar to Jakarta with Lion Air was a terrible experience. The departure time from Denpasar was 18.15. At the time of check in at 17.15 I am told that flight is on time. Then at 1745 we are told that flight is 30 mins late, and finally the flight departs at 20.45. It landed at 21:50 and we were then left on tarmac for 30 minutes waiting for a bus to pick up and take us to the terminal.",,Business,Economy Class,DPS,CGK,,February 2016,1.0,1.0,,,1.0,,1.0,no
lion-air,376236,2016-02-04,6,Indonesia,,Lion Air customer review,"The Lion Air flight was delayed for an hour. The boarding gate were overcrowded as many flights to different cities were also delayed. Flight was smooth. The cabin was comfortable. Luckily it was a short haul flight, so I didn't mind the short seat pitch. You get what you paid. With low ticket price, I wouldn't have high expectation.",Boeing 737-800NG,Solo Leisure,Economy Class,CGK,JOG,,June 2015,2.0,2.0,,,3.0,,4.0,no
lion-air,364312,2015-12-22,1,Indonesia,,"""not worth the problems""","You think I would have learned my lesson after 90% or so of flights I have taken with Lion Air have been delayed. Now sitting on the floor in the crowded waiting lounge as no seats are available with another 2 hour delay, just announced at take off schedule. Not fun with 2 small children. Last month my return flight to Bali was delayed by 3 hours each way. Also don't bother with trying to check in on the app. It does not work. I will never book with this airline again. Not worth the problems for the cheaper price.",,Family Leisure,Economy Class,Jakarta,Denpasar,,December 2015,3.0,1.0,1.0,,1.0,,2.0,no
lion-air,357999,2015-11-23,1,United States,,"""warning people of poor service""","In a recent business trip to Singapore, my usual airline was booked full. I decided to try Lion Air. I am disabled and require a wheelchair for long walks. That is always a challenge for any airline to get right. My usual airline, AirAsia, does not charge for a wheelchair if arranged up front. Lion charges a whopping 30.00 SGD for a wheelchair. Now my first piece of advice, do not use Lion Air is you need help getting around. I found that the words ""Customer"" and ""Service"" are fairly unknown. Lion is especially bad with that concept. If there was a zero star rating I would readily give them that rating. I am an American, Indonesia extends what is called a ""Visa on Arrival"" to USA and some other countries. When I went to get my boarding pass the Lion Air employee refused to give me a boarding pass because I did not have an Indonesian Visa in my passport. I tried explaining that I get the visa on arrival. He still refused. I asked for his manager and explained it to her. Finally after much deliberation (and showing where I have done this many times before) they issued my boarding pass. The young man apologized that he was only doing his job. Well I am sorry too but warning people of poor service in this forum is mine. In all fairness most of the people were nice but still did not take care of the customer. One young man at Jakarta was helpful but only after paying him an additional 100,000 IDR.",Boeing 737-900,Business,Economy Class,SIN,CGK,,November 2015,1.0,1.0,1.0,,1.0,,1.0,no
lion-air,354111,2015-11-07,2,India,,"""flights were cancelled""","We have been trying to get out of Gili island for a couple of days. Due to the volcanic activity all flights were cancelled. We called Lombok and Lion Air informed that one or two flights were operational so head there to find out it was fake. We take a boat from Lombok to Bali and reach the Lion Air counter at 2am. We waited at the desk until someone asked us to not sit at their counter(although lots of other flight counters had no problem with the same) we get out and return to the counter at 5 for cancelling our ticket and issuing new ones for which we were charged an exorbitant amount. 8 million rp! Being extremely tired, we agree. One of the payments didn't process on the credit card so we went to their Lion Air customer service. They fleeced us there too with bad exchange rates. Post that we go in and since one from three tickets was yet to be cancelled and reissued we did that at the machine. The cancellation for which was less than 5 million! And now the flight is delayed. Not surprised. Never taking this airline again. We have met amazing people in Indonesia who gave us the best service except Lion Air.",,Solo Leisure,Economy Class,Bali,Jakarta,,November 2015,1.0,1.0,1.0,,1.0,,1.0,no
lion-air,352167,2015-10-30,1,Czech Republic,,"""cabin was very hot""","The cabin was very hot. We were waiting on the runway for about half an hour, after that, they announced problems with the air-conditioning, but said it would be ok after take-off. Another half an hour, another announcement, only in Indonesian. Everyone onboard got angry (the increasing heat did not help) and started exiting the plane. No staff were able to explain what was going on - they only word was 'sorry'. People deboarded and were arguing while standing on the runway for another 15 minutes. Then we were shuffled to back to the terminal and told to wait for a replacement aircraft. Their ineptitude to tell us what's going on really surprised me. Never flying with Lion Air again.",,Couple Leisure,Economy Class,Yogyakarta,Denpasar,,October 2015,3.0,1.0,,,1.0,,3.0,no
lion-air,347858,2015-10-12,3,Indonesia,,"""nobody at the check in""","Flight was scheduled at 06.20. Arrived early at the airport around 03.30 am. The information gate  ""check in open"". But nobody at the check in counter. And when I asked the airport security they said it will be open at 05.00 am. I was hoping to be able to check in sooner to be able to rest at the gate. No difference from taking a bus from a bus terminal.",,Business,Economy Class,Makassar,Kendari,,October 2015,1.0,1.0,,,1.0,,1.0,no
lion-air,344188,2015-09-25,1,Australia,,"""zero customer service""","Nias to Medan with Lion Air, and I arrived 2 hours prior to my 9:30am domestic flight only to be told it had been cancelled and they had very kindly put me on the 7am flight - but failed to send an email to inform me! Then they charged me extra to put my surfboards on a 10:30 flight which was delayed by a further hour. This resulted in me missing my international flight. No compensation, zero customer service.",,Solo Leisure,Economy Class,Nias,Medan,,September 2015,2.0,1.0,,,1.0,,1.0,no
lion-air,335994,2015-08-23,6,Netherlands,,Lion Air customer review,"My friend and I booked a flight from Krabi Airport to Bangkok for a very good price with Lion Air subsidiary Thai Lion Air. Seen the mostly negative reviews of Lion Air itself and were a bit hesitant to fly, but figured it would probably be alright. The experience was actually better than I expected. Yes, we did have one of Lion Air's notorious delays (about 25 minutes) and no, they did not mention it nor apologize. However, the flight itself was allright. Seats and legroom are comparable to other low-cost airlines and we comfortable enough for me (I'm just under 1.80 m). Staff are friendly and in-flight food and drinks are inexpensive. I don't know anything about the quality since I only had tea. Overall, I can say that if you don't mind a little delay, Thai Lion Air can be a good budget-concious choice.",Boeing 737-900,Solo Leisure,Economy Class,Krabi,Bangkok Don Muang,,August 2015,3.0,4.0,,,3.0,,4.0,yes
lion-air,330509,2015-08-01,1,Indonesia,,Lion Air customer review,"The flight was shown as on-time but when I approached the desk and was told by staff it was delayed by 10 minutes, then told 20 minutes, an hour later we were asked to walk to another gate to a replacement plane. Once seated another passenger showed me his boarding pass that was the same seat as mine. The cabin crew tried telling me I was in the wrong seat, despite me showing my pass that she claimed was one row. I pointed out that row was already full, and I offered to move to the adjacent seat next seat. No explanation or was forthcoming for duplicate boarding passes.",,Solo Leisure,Economy Class,Jakarta,Bengkulu,,July 2015,1.0,1.0,1.0,,1.0,,2.0,no
lion-air,320067,2015-06-17,7,Indonesia,,Lion Air customer review,Flying Lion Air (operated by Wings Abadi Air) from Kupang to Atambua on 16th June. It was nice journey onboard although it is a short flight. New ATR72-600 had quite nice legroom. Price was very affordable. Flight attendants have nice uniforms accompanied by wonderful smile. I will recommend and choose Wings Air in short flight again.,ATR72-600,Solo Leisure,Economy Class,Kupang,Atambua,,June 2015,3.0,5.0,,,3.0,,4.0,yes
lion-air,258431,2014-08-28,6,Indonesia,,Lion Air customer review,Flown with Lion Air CGK-SIN-CGK on 22 and 24 respectively using their (rather) new single isle Boeing 737-900. Flown with about almost 1.5 hours of delay for the return leg but it is Changi so I won't complain. What I notice about this airline is that they provide more (just a little more) room for International flights. Had no problem fitting in my legs (I am 184cm tall) a little cramped but nothing compared to my last CGK-DPS-CGK flight. That being mentioned I can't actually say much about the level of comfort that I get from LCCs you get what you pay! Now lowering down my standard to the level of LCCs Lion Air is a pleasant airline to fly with. What they can do to improve passenger satisfaction is to improve their punctuality. Lion Air has been the master of all delayed flights and with their new 700 aircraft's in order they can improve their means of operation too.,,,Economy Class,,,,,3.0,3.0,3.0,1.0,,,3.0,yes
lion-air,258432,2014-04-15,7,Singapore,,Lion Air customer review,Bangkok (Don Mueang) - Hat Yai return with Thai Lion Air. A mix experience from pleasant to fair enough. Booking system and online check - in fine their website is easy. Staff very friendly polite and professional. Aircraft is brand new 737-900er with Sky interior look nice and exit row are comfortable. On the return flight my preferred seat request is refused despite it being available regular seat are tight cramp and very uncomfortable. Hot meal sold on board had run out  only instant noodle or snack available. Crew are apologetic with the problem and tried to accommodate other request. Punctuality is perfect. Expense wise their fare are cheap and include all those miscellaneous cost (eg. tax and VAT) 15kgs load luggage free. Will not hesitate to fly them again at this cost and level of service.,,,Economy Class,,,,,1.0,4.0,1.0,1.0,,,5.0,yes
lion-air,258433,2014-03-30,2,Singapore,,Lion Air customer review,Not that I expect much from LCCs however my Lion Air flight from Bali to Yogyakarta was Bad. Terrible online system. Difficult to make payment with non-Indonesian credit card. Cannot select seats online and no online check-in. Disorganized at airport in Bali where they basically re-entered all the data while checking in. Delayed flights. Onboard the absolute smallest legroom I've ever seen. Thankfully there are some positives as well: they have new 737-900ER's with Sky Interiors the flights are short and cheap and flight attendants have nice uniforms accompanied by wonderful smiles. For the rest they have a lot of work to do to be able to compete with Air Asia.,,,Economy Class,,,,,1.0,2.0,1.0,1.0,,,3.0,no
lion-air,258434,2014-03-18,7,Thailand,,Lion Air customer review,It was nice journey onboard Thai Lion Air (SL8201) on route Kuala Lumpur to Bangkok Don Mueang. New Boeing 737-900 had not enough legroom but it was quite nice. The problem was that our flight was delayed about 15 h and there was no any announcement about it. Another problem is that during booking I couldn't choose my seat or check-in online. Price was very affordable. I will recommend and choose Thai Lion Air again.,,,Economy Class,,,,,4.0,3.0,3.0,3.0,,,5.0,yes
lion-air,258435,2013-10-23,,United Kingdom,,Lion Air customer review,Flying LionAir (operated by Wings Abadi Air) from Bali to Komodo Airport on 7th Oct. What an absolute nightmare! It started 3 days before trying to re-confirm my flight with them as it has been booked 9 months earlier from the UK and I had an email advising slight schedule change the day earlier. We arrive at Bali airport to be met with chaos at check in most disorganised airline ever (and I have travelled many times in the Far East and Africa). It took about an hour to get to the front of the queue when we did the girl checking us in seemed to be having a few problems with the booking but eventually checked us in and took our baggage and issued our boarding passes. We arrive at the gate at the required time to be met again by chaos it appeared all Lion Air and Wings Air flights go from this gate I confirmed with desk clerk we were at the right gate and we sat down and waited the boarding time arrived and past I went back to the desk as we approached the departure time to again be told right gate please wait! The departure time now had passed and it was about an hour past departure time a few flights had been boarded but no news of ours none of the departure boards were working so again I went up for a third time to find out what was happening asked another person to be advised 'Flight Cancelled' and you have to go back to check in. I got the clerk to assist us back to the airline desk and we found out the flight had actually been cancelled the night before they never should have checked us in and took our luggage. The airline were not able to rebook us either on to another flight so we lost our trip to Komodo. The worst of it is we were not the only ones this had happened to it appears other people had been checked in onto flights that had also been cancelled to other destinations. I would not recommend.,,,Economy Class,,,,,0.0,2.0,0.0,0.0,,,1.0,no
lion-air,258436,2013-10-23,1,Hong Kong,,Lion Air customer review,Checked in the night before it simply said schedule changed and please call this number. Found out they had moved me onto the morning flight which was less than 12 hrs later. Now what would happen to people who do not online check-in I hate to fathom. I received no email or text regarding this change. Arrived at the airport the next morning and explained that I had a whole day planned in Yogyharata and because of this flight change I also would now have a 14 hr transit (instead of 2) in Denpasar. I was reasonable and asked for use of a lounge in Denpasar to wait it out. The counter staff explained that there was nothing else they could do because they do not have a lounge in Denpasar. I simply left it and will do any further talking with my feet.,,,Economy Class,,,,,3.0,1.0,1.0,1.0,,,2.0,no
lion-air,258437,2013-08-21,1,Indonesia,,Lion Air customer review,"Arrived slightly late for this flight and was told it was on time and that check in had closed and I had to buy a new ticket. When I got to the gate I found out my original flight was in fact late but response was inadequate and uncaring. Boarding was late and when I finally got on I was told that the flight was full and I had to check in my carry on. When I told them I had a laptop in there I was told to take it out and sit with the laptop on my lap. I asked for a bag to put my computer in but got nothing. We waited an additional hour on the runway with no explanation. When I asked the steward he said ""I'm not sure maybe it's because they're backed up"". This was not the first time I've endured terrible delays and ridiculous responses from staff. I will never fly Lion again.",,,Economy Class,,,,,1.0,1.0,1.0,1.0,,,1.0,no
lion-air,258438,2013-07-28,4,Indonesia,,Lion Air customer review,Flew from DPS to Yogyakarta. Early morning flight boarding and take off on time. Smooth flight on a new B737. Requested exit row seat and was allocated this.,,,Economy Class,,,,,3.0,3.0,2.0,1.0,,,5.0,no
lion-air,258439,2013-07-10,1,Australia,,Lion Air customer review,"Lion Air (operated by Wings Air) Flight from Bali to Lombok was cancelled and then delayed for 6 hours. Check in and boarding processes were chaotic. Information updates were either non existent met with shrugs or told anything to keep us ""satisfied"". Similar experience on return flight but only 3.5 hours late. Avoid these two airlines at all costs.",,,Economy Class,,,,,2.0,2.0,1.0,1.0,,,1.0,no
lion-air,258440,2013-05-19,7,Indonesia,,Lion Air customer review,Booked KUL-CGK route back in January 24th. Been flying with this airline numerous times before but this was the first international flight. A few hours before my flight I decided to reschedule to Jan 25th due to some inevitable matters in KL then I tried to call the local customer centre number. I managed to reschedule without much hassles certainly with some additional fees (to be paid at the airport). The following day I checked in at Lion Air kiosk in the airport paid the fees and got my boarding pass. It is evidently cheaper than the infamous low-cost carrier Air Asia in some routes. Also worth noting that being a low cost carrier in KUL Lion Air - unlike Air Asia and several others - remains a few (if not the only one) of its kind to land in KLIA satellite terminal (NOT LCCT) means it is accessible more conveniently from KL City Centre.,,,Economy Class,,,,,0.0,0.0,0.0,0.0,,,0.0,yes
lion-air,258441,2013-01-31,2,Netherlands,,Lion Air customer review,Flew CGK to PAD on 29 January 2013. Terminal 1 departure. Terminal is old and has little to offer. Hot and humid only departure area is AC but has far too few seats and was cramped noisy and chaotic. Flight was delayed for almost 2 hours and no announcements were made. Flight even disappeared from the information board. Airline officials offered very little assistance and only told us to wait. Finally a stampede of rushing people as sign of boarding and also this time no announcement. No English information provided. Plane was new 737-800. Seats cramped but felt new. In my few very poor service. Its cheap but it comes with a lot of suffering.,,,Economy Class,,,,,0.0,0.0,0.0,0.0,,,0.0,no
lion-air,258442,2013-01-30,9,Malaysia,,Lion Air customer review,KUL-CGK-KUL. Excellent flight. The trip was smooth. As I am tall I always like to ask for the aisle seat or the emergency seats. I always get my request. 3 times/day schedules which suits me fine. The airline leaves from KLIA proper not from the low cost terminal in Malaysia.,,,Economy Class,,,,,4.0,4.0,0.0,0.0,,,5.0,yes
lion-air,258443,2013-01-15,,United Kingdom,,Lion Air customer review,Flew LOP-DPS-CGK 8th Jan. Arrived LOP at 12 for flight - delayed 2.5 hours no announcement or reason given. Told my bag would be transferred in DPS to go direct to CGK. Land in DPS 15.00 for my CGK flight at 15.00 run to check in desk - flight delayed until 15.20. Explain I have an international Qatar flight to Doha at 18.25 told my bag was made priority to come off first and ground staff would be there to assist me when I landed. Land at 15.00 in terminal 3 need to get to terminal 2. No one waiting to assist me another 6 people in the same situation. Took 10 mins for several staff members to understand what's going on and help. Waited at terminal 2 for bags but never turned up. Forced to take Qatar flight without luggage. Check in your bags at your own risk.,,,Economy Class,,,,,0.0,0.0,0.0,0.0,,,0.0,no
lion-air,258444,2013-01-11,2,United States,,Lion Air customer review,DPS-CGK. Departure hall at DPS was very chaotic due to the construction of the new airport. Lion Air ground staff very unorganized. Seats were narrow with literally no legroom whatsoever and I am only 5 ft 9. We did not have any other options on this route due to high season but I would have flown to SIN or other destination and then reach Jakarta instead. They have newer aircraft's in their fleet several Boeing 737-900ER so overall cabin was still very clean. That would be the only plus I can summarize from my experience.,,,Economy Class,,,,,0.0,0.0,0.0,0.0,,,0.0,no
lion-air,258445,2012-12-25,2,Canada,,Lion Air customer review,Arrived to the airport for check in with Lion Air we needed some assistance with the visa process for Vietnam and we were basically told there was nothing that we could do but miss our flight and try to switch our flight to another time. We decided to do some research ourselves when we realized there was a way to catch our original timed flight. The crew members were extremely rude and didn't want to help us resolve our problem. Once we figured things out for ourselves and then ran to board the plane we found out the flight was delayed 2.5 hours. The lack of customer service and disorganization has made us lose any hope we had in flying with Lion Air.,,,Economy Class,,,,,2.0,1.0,0.0,0.0,,,3.0,no
lion-air,258446,2012-12-03,10,Indonesia,,Lion Air customer review,Flew on Lion Air both legs Surabaya-Jakarta-Surabaya. Both flights were on time even early. For me whose height 180 cm Lion Air's seat pitch was not that bad comfortable enough. Check-in staff were fast and friendly. I did city check in. Since they have a large number of flights to almost all Indonesian cities and a high frequencies on their routes I will strongly recommend to fly on Lion Air for domestic trip.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258447,2012-11-14,7,Indonesia,,Lion Air customer review,Have used Lion Air several times on domestic flights. It's a budget airline so cheap prices. Facilities as you'd might expect are quite standard for low cost carrier: no onboard complimentary meals no IFE cramped seat pitch (unless for several seats along the emergency exits) narrow aisles and needless to say chaotic upon boarding and unboarding as it is often full. Flight itself sometimes experiences delays but usually departs and arrives on time. FAs in general are quite friendly. If you have a rather limited budget this airline is worth considering for travel among Indonesian cities.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258448,2012-10-03,8,Indonesia,,Lion Air customer review,Jakarta to Singapore. Have flown this route both ways frequently and usually end up with Lion Air as they're the cheapest after you've factored in the extras with competing LCCs. Appreciate that what they say on the website is what you pay. Plane was quite new B737-900 with dreadfully cramped seats. No IFE or anything to eat or drink which was not a problem with a 1 hr 40m approx flight. Check-in at Jakarta Airport was swift. Flight was more or less on time and I will definitely use Lion again while they keep their prices as they are.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258449,2012-08-20,7,Australia,,Lion Air customer review,DPS-JOG return. Outbound we had one of the new 737-900ERs with mood lighting on return an older model. Both ways I was given an exit row seat which was much appreciated - standard seating is 28 inch pitch. Both flights were absolutely on time. Was tempted by Air Asia's new and slightly cheaper service but Lion Air's schedule (leave early morning return late evening) suited better. No complaints.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258450,2012-08-06,5,United Kingdom,,Lion Air customer review,Jakarta - Manado. I would try avoid travelling with Lion Air if I could. Luckily my flight was on time. Flight attendants were not friendly at all. It was a bit like a market up there when they were selling food and as they didn't really control how many cabin bags you can take they were hardly any space to put my one bag in the cabin.,,,Economy Class,,,,,,,,,,,4.0,no
lion-air,258451,2012-07-25,9,Indonesia,,Lion Air customer review,Balikpapan-Manado 18 July 2012. New Fleet B737-800ER nice interior. Departure and arrival was on time. The service was standard. I always choose a seat near emergency door. Cabin crew handling was nice.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258452,2012-07-22,6,Indonesia,,Lion Air customer review,PLM - CGK with Boeing 737-900ER . Cheap ticket prices. Departure on time. Friendly cabin crew. Distance between the seat is quite narrow. No in-flight snacks.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258453,2012-07-04,1,Indonesia,,Lion Air customer review,"CGK to UPG on June 17th 2012. Booking was good. It was an average experience yes the plane was good (737-900ER with Boeing sky interior) seat pitch was okay. I have no issue with the ""no f&b flight"". It was the worst landing I've experienced. On the return flight on board the older 737-900ER seat pitch was poor and the landing was just the same as before.",,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258454,2012-06-06,6,Indonesia,,Lion Air customer review,CGK-SIN return. Cheapest fares compare to competitors with 20kg baggage allowance. delayed for 20 to 30 mins for both legs without any reason or announcement. Online check-in not available for international flights. Got brand new 737-900ER for both legs. Seat pitch quite tight BoB very limited FA's just doing their job and the inflight magazine is the only thing to entertain you.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258455,2012-04-24,7,Malaysia,,Lion Air customer review,Medan to Padang. Flight attendants very polite I was able to choose a seat with online check-in however their fleet is quite old (737-400). Flight from Jakarta to Kuala Lumpur (737-900 new fleet) you can not do online check-in for an international flight so I arrived at the airport early. Service and landing at KLIA was good.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258456,2012-03-05,2,Indonesia,,Lion Air customer review,"Lion Air 8pm flight Bengkulu to Jakarta March 2. Flight 2.5 hours late leaving. No announcements had to ask for constantly changing information. No compensation when one customer complained and at last minute Padang food appeared with no implements to eat and way too late. Onboard they briefly apologized as flight late for ""operational reasons"". My understanding is this is a common occurrence for this flight. This airline has no customer care or communications capability.",,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258457,2012-03-02,2,Indonesia,,Lion Air customer review,SUB-SIN and SIN-SUB. Cheap price since it's a new route with high load factor. Cramped seats for SIN bound flights and spacious seat on return flight in emergency exit row and bulkhead which you can ask for free. Only snacks and mineral water offered at expensive prices and crews only provide immigration cards during the flight. Airline's magazine is only form of entertainment.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258458,2012-02-16,,Indonesia,,Lion Air customer review,Jakarta to Tarakan via Balikpapan. Seat pitch is the smallest I have seen on any airline. Boarding in Jakarta was from both the front door and rear door. They have assigned seats so people boarding from the rear door were trying to move up to the front of the plane. Needless to say this is impossible. The amount of pushing and shoving is brutal. Left 23 minutes late due to boarding. Inflight nothing is offered on a 2+ hour flight. Flight attendants are young and stay in the galley with the curtain closed. The 737-900ER holds over 225 people. They only have 3 toilets - that's it.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258459,2012-01-21,4,Indonesia,,Lion Air customer review,Jakarta-Kuala Lumpur and Singapore-Jakarta. Check-in crews were okay. Most announcements were recorded no meal or drink. A choice of orange juice or water would be appreciated. Seat was very hard magazine onboard boring and crews weren't interested in serving passengers. The only good thing is the value of money (if you buy tickets early).,,,Economy Class,,,,,,,,,,,4.0,no
lion-air,258460,2012-01-03,1,Indonesia,,Lion Air customer review,CGK-SIN-CGK. The seat was terrible with very little leg room the FA's disappeared during the flight no presence at all and the toilet was dirty. On the way back to Jakarta the air conditioner was extremely cold however the mood lighting gave a little comfort and that was the only positive thing I took from the flight.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258461,2011-11-26,,Australia,,Lion Air customer review,Mataram Lombok to Denpasar. We arrived at the airport 15.00 for our 17.40 flight and according to staff and the monitors the flight was on time. As the departure time passed passengers went to check-in staff and asked what was happening we were informed the flight would be delayed and would depart at 22.15. No reason given for the delays. 22.15 came and still no sign of a flight. At 22.50 I went to the check-in staff and demanded to know what was happening. Nobody knew and they informed us the flight must have been cancelled and we would probably be taken to Denpasar the following morning. Finally a time came in at 00.15am some 10 hrs after we had checked in. I am angry that staff did not keep us informed of what was happening and still today we do not know why the plane was delayed more than 8 hours. Extremely poor service by not only Lion Air but the ground staff as well.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258462,2011-09-28,1,Indonesia,,Lion Air customer review,Jakarta to Solo trip was horrible. Drinks are not given but sold they aren't cold and they don't serve the drinks with ice either. Extremely loud announcements no entertainment. The plane was pretty dirty and my seat pocket didn't have the magazine. In my row only one seat pocket had a magazine.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258463,2011-09-08,10,United States,,Lion Air customer review,SIN-CGK-MDC. Flights on time. Brand new planes nice looking interior. They accept US issued credit cards unlike other carriers. 20 kg of luggage is included in the price of ticket.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258464,2011-09-06,6,Singapore,,Lion Air customer review,SIN-CGK-SIN. Booking is to the point. Unlike other carriers offering you - upgrades for baggage allowance better seat inflight meal and so on. 1hr delay is normal especially in CGK on evening flight. Seat pocket is dirty and not cleaned from the previous leg. Overall recommended if what you are looking for is just to get from point A to point B.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258465,2011-08-29,2,Singapore,,Lion Air customer review,Manado to Makassar and to Jakarta. Nothing was offered on the first leg not even a cup of water. We did not see the crew at all. On the 2nd leg only 1 cup of water given and a small selection of snacks for sale after that. Again your don't see the crew at all after distribution of items. Disembarkation through the rear exit while the stewardess stood leaning against the wall with her arms folded. The only good thing about the flight and airline was that it was on time the seating was really very cramped.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258466,2011-08-18,3,United Kingdom,,Lion Air customer review,CGK-DPS-CGK. They take you from A to B and that's it. Web check-in was not functioning. Last minute change on departure gate. Delays seems to be normal when flying with them the only positive was the cheap fare.,,,Economy Class,,,,,,,,,,,4.0,no
lion-air,258467,2011-08-07,9,Malaysia,,Lion Air customer review,My trip from Changi to Jakarta was pleasant I choose the seat near the emergency door and the leg stretch is very good. The trip back was nice and smooth it is a no gimmick airline. For me you've got what you pay.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258468,2011-06-06,3,Indonesia,,Lion Air customer review,Pangkal Pinang (Bangka) to Jakarta what should be a one-hour flight. Flight delayed by 4.5 hours and almost no information given. I eventually found out that the plane was still in Jakarta awaiting the pilot. After a one-hour delay we were given chicken and rice (horrid if you're a vegetarian but that's Indonesia for you!). After that nothing - not even a word about compensation. The staff were fine onboard - it's the management who need a serious shake- up if they think a 4.5 hour delay for a 1-hour flight is in any way acceptable.,,,Economy Class,,,,,,,,,,,1.0,yes
lion-air,258469,2011-05-26,8,United Kingdom,,Lion Air customer review,JOG to Lombok via SUB and DPS. Flights operated by Wings air new ATR planes good staff no food for sale as flights just over 1 hour. All flights on time. Very clean planes.,,,Economy Class,,,,,,,,,,,4.0,yes
lion-air,258470,2011-03-17,4,Singapore,,Lion Air customer review,SIN-SGN on new 737-900ER. Flight wasn't full. Small snack box with a bun and cake provided plus a drink. After clearing stewardess no where to be seen. Little regards to safety with mobile phones ringing in mid flight. Flight departed on time and arrived with minimal fuss. Good thing is it departs from Terminal 1 in Singapore.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258471,2011-01-15,6,United Kingdom,,Lion Air customer review,Flew with Lion few times while I was in Indonesia for holiday. CGK-MDC MDC-DPS-MDC. It wasn't a very good experience checking-in at Soekarno Hatta crowded and very unorganised! Could hardly move and food wasn't included. Flights were on time though which was a good thing. It wasn't a bad experience but wasn't the best either.,,,Economy Class,,,,,,,,,,,1.0,no
lion-air,258472,2011-01-14,2,Singapore,,Lion Air customer review,SIN-CGK on new B737-900. Booking was good website efficient and easy. Flight was delayed for about 45 minutes without any notice. During take off and landing there is one passenger who never set his seat upright and FAs don't bother to remind him. Seat pitch very poor. Baggage claim at CGK is a havoc. Baggage carousel is changed without any notice and a very long time to have your baggage on the belt.,,,Economy Class,,,,,,,,,,,4.0,no
