Cleaned_Review,is_negative_sentiment
"Jetstar flights got cancelled between Melbourne and Sydney on Sunday, 22 Dec. Jetstar sent out emails lying to customers that the problem lies with late incoming aircraft. However, the ground staff confirmed that early morning flights were cancelled. Our boarding time was 8.20am and now it is 10.50am. This has happened on multiple occasions. This will most definitely be the last time we make use of Jetstars disgusting customer service! Hello Virgin!",1
"Hong Kong to Legazpi via Manila. HKG-LGP via MNL flights were on time, understandably enough since it is summer in the Philippines with less possibility of delays due to excellent weather. Return flight to HKG had a slight delay in MNL due to the usual traffic congestion which is not the airline's fault. Purchased 20kg baggage but was allowed with 1kg excess which was a good gesture. Clean aircraft. Beautiful crew.",0
"Horrible experience. Lot more lost in this budget ticket. Going luggage was lost, had to shop locally. Return ticket after surprise cancellation two hour prior was booked again by me to Sydney via Adelaide two days later. No direct check in for luggage. This lady Bronwyn was the elderly lady i met accidentally, charged me another $60 for excess luggage. Felt like dealing to someone made of rubber. Wheres my compensation for lost baggage and cancelled flight wasting many days and hours of calls. Horrible experience overall, combined with poor customer service throughout from Jetstar.",1
Denpasar Bali to Adelaide on Monday May 27. I would just like to thank all the staff that were on that flight.  These ladies obviously all love their work and are passionate about the service the provide. They were very accomodating and attentive and after leaving such a beautiful holiday it was so nice to be greeted with a genuine smile and warmth.  Thankyou for making it such a pleasurable flight.,0
"I was scheduled with Lion Air from Singapore to Jakarta scheduled at 9.20 pm there are long queue in Changi airport terminal 3 from 5.30 pm. We have waited for over 1.5 hours in a que alongside many passengers from other Lion air flight which supposed to fly earlier, then suddenly a representative from Lion Air announced that due to technical and operational reason, both flights is canceled and the passengers are given the option to fly through Johor Baru Airport or Full Refund, many passengers opt in to fly for Johor Baru. The registration for transport in Changi Airport was a huge mess only two counters are open to cater two canceled flight, unclear instruction, clearly confused and unresponsive staff from Lion Air, it took us until around 10.30 pm before we can depart to Johor Baru, they provide a SGD$ 10 Voucher for food, went through multiple immigration and finally reached Johor Baru around 12.30am with hundreds of passengers. They say they chartered a flight specifically for us, when we are there, apparentky they uses Malindo Air, we are then proceed to do the recheckin which took us another hour until at least 1.45 AM, the flight information is displayed that the boarding time is at 2 AM, but then again further delay until 3.45 AM when we finally boarded, but not without a borderline demonstration was held by the very irritated passengers.  Malindo Air ground staff did not provide any clear information about what's going on and not even a water for compensation especially for the kids and the senior age passengers, all of them pretend not to know by turning their back to the pasangers and called one security guard for help. No apology are made by the ground staff or security, they provide a very rude attitude to passengers, and finally after a lot of screaming we boarded the plane and depart at 4.20 AM to Jakarta. It was a very bad experience that makes me to warn every reader to avoid Lion Air at all cost whenever is possible.",1
Krabi to Singapore. I approach the counter staff regarding my powerbank have been confiscated by the gate staff. They put the blame on me as they just told me the powerbank without any capacity on it is not allowed on the plane. And they say its the rule of the Krabi Airport but they never put any indication regarding this until i walk pass the gate staff. Its not fair for me and the counter staff is ignoring me.,0
"Wish they weren't the only airline to fly direct. I'd happily pay more for any other airline and next time I'll double the flight time to avoid these clowns. If the staff at the airport tell you anything about reimbursement, the customer care team won't honour it unless you get it in writing. If you have unlimited time and money to rebook another airline when they invariably cancel, then go ahead. Otherwise, it's time to vote with your cash, book elsewhere.",1
"Air Asia, for me the best low cost airline. Friendly staff, both on ground and in air. Unusual food served in flight (see picture) was very nice and at affordable price. Flight attendants were extremely friendly not like experience I had with other airlines. Captain made proper announcements, again better than other low cost airlines. 4 Star's from me.",0
"Waiting for yet another delayed flight. During our holiday we flew several times with Lion Air and almost every flight was delayed, rescheduled or altered. No problem, price is right youd think but the annoying part is that they dont communicate. You are kept guessing and waiting. No fun if you have a connecting flight ahead of you. Indonesian nickname is lying air. Locals usually are very laidback but if you care to see furious Indonesians, Lion Air can provide. Yep, once but never again.",1
"Being re-booked on this flight I was not really thrilled by the option given as definitely Lion Air isnt my favourite airline. One of the reasons is the poor seat-pitch one gets. Must admit I was pleased to get an emergency exit seat, with lots of place to stretch out. Moreover, I was excited to fly on a Boeing 737-900ER, which is not common (though Lion Air has many of them). With the usual non-existing service (nor offer to sell onboard) I noticed an elevated number of flight attendants. Though flight was quite turbulent, we landed safely.",1
"They have a free cabin baggage policy, but if it exceeds 2-3 kg, you have to pay 250 MYR, which is approximately $50.",1
Scoot provides all the basics that you need at a very affordable price. No complaints. Service was courteous professional and efficient. Will recommend this to anyone who wants to visit or stopover at Singapore.,0
"Denpasar to Kuala Lumpur. The check-In was well organized and the staff friendly. The departure / arrival was on time and the aircraft made an average maintained impression. The seat spacing was felt a bit lower than other airlines. Food and drinks were, for a low-cost airline, only for a fee. Overall, a good but not special experience.",0
"Sydney to Ballina. Plane booked 2 months ago, and yesterday we were told that the flight will be canceled. 2 hours on the phone just to be told, we have no solution, we give you the money back and that's it. We had to leave Sydney to go to Byron bay, no solution other than to get there by bus, or by driving. The company are very incorrect and  not professional at all, Never want to be with this company again.",1
"Do not book with this airline. My family and I all booked to go to Hamilton island for my 50th birthday but due to COVID we could not fly, I tried to get a refund and they refused. I had to accept a voucher. A year later my parents are not well enough to travel and they refuse to give our money back, what kind of good company would do that. I will never use this airline again, good customer service would have been giving our money back without the stress and would say I hope you can book with us again in the future however this airline has no such thing as good customer service so I have to get our credit card insurance company to take up this matter take them to court to get our money back. I have 5 children that need my money more than Jetstar do, what a terrible company.",1
"Taipei to Singapore. A terrible experience with Scoot. Firstly, it not available to online check in Taiwan, yet there is no warning given at the purchase. My flight was at 23:40, I arrived at 22:15, the check-in counter was already closed. There was still 1hr 15 min away from the flight off. There was no way for me to contact Scoot Taiwan nor I can purchase the next flight at the counter. It was the worst experience ever!",1
"Osaka to Chennai via Singapore. I'm used to flying with budget airlines so I know what to expect but I think Scoot are ridiculous. Firstly, they changed our flight time so that we had a 20 hour stop over instead of a 1 hour stop over and would not respond when we contacted them asking there were any other flights available. Their policies regarding food (that you are not allowed to bring your own food on board and instead have to buy theirs at extortionate prices) are just mean. Lots of people say that they are not enforced but I witnessed staff telling people to put food away multiple times during my flight. In fact my main problem was with the staff in general. They were consistently rude and unprofessional; when we were checking in the woman serving us rolled her eyes and mocked us to her colleague right in front of us. Whilst were on the flight I did not feel well and asked for a glass of water but was told that water was not complimentary. About 15 minutes later I vomited and again asked for a glass of water but was told it would be $4 for roughly 200ml. Not offering free water for flights that are 10 hours + is ridiculous, but what struck me here was the lack of concern by the staff. She did not ask me if I was okay or make any effort to make the flight more comfortable. Do not fly with this airline.",1
"AirAsia flight, QZ 320 from Surabaya to Kuala Lumpur and AK 711 from Kuala Lumpur to Singapore. Check-in quite crowded in SUB and KUL, I was unable to check-in online because I was flying with an infant. Cabin staff cabin were attentive, cabin kept quite clean but the toilet did start to smell. Seat seemed quite wide. This plane was nothing special but the price was reasonable.",0
Having recently travelled on uncaring Sri Lankan Airlines it was a pleasure to be back on Cebu Pacific (SIN-MNL.) While seat pitch is restricted somehow the A320 felt more roomy than on UL. The 5J flight crew (all female as is often the case) were very pleasant and had manners unlike some on UL. The annoying Cebu Pacific game is repetitive and the prize of a small pouch hardly anything to rave about. In contrast there is quite a good selection of reasonably priced snacks while the pre-ordering of hot meals has become quite popular. Cebu Pacific flights are popular and in my case ran almost on time which was a bonus.,0
"Bangkok Don Muang to Singapore evening flight. Before boarding the aircraft, we had still some time left to do shopping and a quick bite at the airport. We decided to buy a meal at the airport and took it to the plane to eat. When seated in the plane, FA came to us and told us: 'You are not allowed to bring outside food in the aircraft. You are required to stop eating until disembarkation. Please refer to the terms and conditions when you booked this flight'. I though the FA was making a joke, but she was serious and stood next to us until we put our food in our bag. Then she informed her colleague who said we were not allowed to eat. If we are hungry, we could buy their meal on board. Nasi Lemak 15S$, Chicken rice 15S$ prices are not acceptable for airplane food. FA did not provide us Singapore Arrival Form. You should go ask them. During the flight, the FA were only busy with selling drinks, snacks and onboard shopping. No attention were paid to passengers.",1
Cancelled Flight and informed just one day before. My RT-PCR report and money got wasted. I was also able to do web-check in but they cancelled the flight after that. They should inform earlier.,1
"I am complaining about their seat size. They must be the smallest narrowest Economy seats of any airline. To be squashed up for 9 hours is horrible. They are an extremely budget airline, you cant even get a pillow. The flight was ok and on time.",1
"We got delayed 6 hours from Cebu to Manila. While waiting, passengers were left in the dark for several hours since there was no ground staff in sight, the flight even disappeared from the main schedule board for a very long time. After almost five hours of waiting, a fellow passenger called the airline directly and finally someone showed up at the gate. The ""so called"" AirAsia representative was pretty much worthless in terms of knowing when we would leave. The only way I found out was by visiting the global flight status website which had all correct and updated information! I am aware this is a low cost airline, however, I rather pay more and indeed get some service. Will never use them again.",1
"While I've only flown with this airline a couple of times I must say that their time management is not of high quality. Once in-flight the cabin crew are quite nice however the airlines flight and time keeping abilities are atrocious. Last time I flew Jetstar I was lucky enough to not have a canceled flight, I have found over the years that Jetstar has a track record of canceling and seriously delaying their flights. Their seats are also of low comfort as to be expected from a budget domestic airline. However the cabin crew are very friendly and are always positive and helpful.",1
Bali to Surabaya via Lombok. Lion air first duplicated my familys boarding passes. The flight was overbooked. They then allowed me off the plane to query why and immediately locked the doors behind me. My understanding is that as an air safety rule planes are not allowed to leave with baggage without the passengers. Lion air was not concerned.  Half an hour later I was still waiting for someone to advise me as to what my next steps are. It was suggested that I buy more tickets. This is really poor and not really acceptable.,1
"Flew AirAsia from Kota Kinabalu to Tawau, flight AK6264 and AK6267. Flight was very good and on time departure and arrival. Will fly you safely from Point A to Point B. Hassle free and very convenient. As for the food on board, I will say it is very tasty. Pre-Book meal if you want a lot of choice. Certainly travelling with Premium Flex will give you advantages. AirAsia never disappoint.",0
"Beware not to question Jetstar's money-making tactics. Staff have a zero tolerance policy to questions and will happily inflate a situation and make a scene at the gate to make you out to be the aggressor, even after you paid them their money (the $65 charge for kilos is for real). They back their aggressive staff behaviour rather than their unsuspecting customers who try to calm them down! No one deserves this kind of treatment after paying (twice) for a service. I won't be flying with them again.",1
Goa to Mumbai on Sunday 5-8-2012. On time and welcomed by smiling crew. The plane was spotless and new. The food was reasonably priced and good. Short flight of 55 minutes. At the end the Pilot came out of the cabin to say goodbye to everybody.,0
My partner and I fly with Jetstar regularly choosing them over Qantas because economy seats are more comfortable and the crew generally more friendly attentive and genuine. We are Qantas Club members (corporate) and only have one real complaint about Jetstar. We are able to access the Qantas Club lounge but cannot use the Qantas Club check in facilities. The queues at Melbourne and Sydney terminal 2 are notoriously long and while we all stand there waiting with people stressing and Jetstar staff running up and down the line calling passengers to counters for 'called flights' the adjacent Qantas check in counters (especially the dedicated Qantas Club ones) are empty with staff having lovely personal chats. Why doesn't Qantas Group either use these under utilised counters and check Qantas Club members in or create a dedicated Jetstar queue for these premium passengers instead of constantly annoying us by making us wait for ages. Surely it wouldn't cost too much to implement and would be a fantastic customer service to an already pretty good airline. Just because it's a 'low cost' doesn't mean premium passengers should be treated in a low cost fashion. Also I thought 'leisure airline' was the preferred term for Jetstar - perception is very powerful. Tiger is 'low cost'.,0
"I have at least 4 flights with Lion Air per month. Staff friendly, no complaints yet. Seats narrow, less legroom, for tall people a torture. No meals included, no baggage included. Additional baggage quite expensive, outrageous. The baggage fee can exceed the flight price. In all a cheap airline, uncomfortable, no service, baggage cheating by asking for high fees. No WiFi, no entertainment.",1
"Gold Coast to Singapore. First time on Scoot and probably will not be the last. Booking via web site there is a small charge to pay by credit card but check all your details and add extras prior to travel as it could cost you a lot more on the day. I did receive an email 4 weeks from departure cancelling our flight and changing to 1 day later, after several attempts in contacting Scoot we changed to 3 days earlier (no charge but then had to outlay additional hotel costs in Singapore). The flight departed on time, Boeing 787, bright interior due to large windows, seat comfort Ok for the 7-8 hour flight, reclining seat with enough leg room, behind the seat pocket adequate. FA's were friendly, attentive and spoke good English. The aircraft is under 2 years old but the aisle carpet is very worn giving a cheap feel. Food and beverage selection ok - we only selected hot drink and  peanuts you could pay in AUS$. You board / leave via the runway using the stairs (no airbridge ) and bus, so be mindful if carrying bags and trying to hold on the rail - a lady in front missed the last step and went crashing into the bus - luckily no injury sustained. Overall this is a LCC and as such you pay for the quality and service - if you realise this prior to booking you should enjoy a cheaper way to travel.",0
"I booked the first morning flight with lion air because I had to be in Denpasar at 10:30 to catch a connection flight. Lion air moves the flight to one hour later, this I would have missed my connection flight. They gave me 11 hours notice, with the email sent at 10pm. I finally had to reach Bali with an emergency arrangement through ferry. Avoid this airline, they are horrible.",1
4 of us travelled SYD-SIN-SYD in Sept and Oct 2013. I will definitely travel with Scoot again. Ground staff and cabin crew were great. Yellow seating was great for 6 foot tall family members. We did not use the inflight entertainment as we had good books and ipad for music and we did not eat their food. They hit you 4 dollars for a small bottle of water so bringing your own empty one is a good idea. You are not meant to bring your own food aboard but it seems many do and have no issues from staff. Booking online was fine once I took the time to figure out all the options. We used the Scoot lounge in Singapore and will do this again too. Shower good food wine spirits fruit coffee internet massage chairs all good. We were on time out bound and 30 min late on our return but this was fully explained by the pilot as because of air traffic control. It could have happened to any airline. The planes seemed to be very new. Scoot does it for me.,0
"Warning to tall Passengers, do not fly with Jetstar. If you are tall like me and need to pay for an exit row seat so you can actually fit, do not fly with this airline! Your booking is not secure and you may find yourself in a row behind the exit row with no apologies or option to move. This is what happened to me and I will not take the risk of flying with Jetstar again. Just not worth it. Zero stars.",1
"Jet Star - more like Meh-Star! A budget airline they are not! Unless you literally just want a seat. Im surprised they dont charge you for your seat belt. Went with carry on luggage to Hobart via Virgin who were fantastic. On the way home we flew Jetstar. I promised myself last year I wouldnt travel with them again but thought hey Ill give them another chance. They took me out of line and stung me with a baggage charge - included my handbag weight in the overall weight which slightly tipped me over the threshold. Have a heart people! Might I remind that had I been carrying this weight in my hips or thighs it wouldnt have counted but luckily for them Im light. Im surprised they dont charge a fat fee for the heftier passengers but maybe I wont give them any ideas, not happy with their cold attitude - to match the cold Tasmanian weather.",1
"Very disappointed, I booked business class for my flight, its cost me double compare to economy class but its not worth the value. There is no amenities kit. I just need a pair of earplug to reduce the noise for sleeping but its unavailable. I have traveled with Jetstar for over 10 yrs but this will be my last flight with Jetstar. For future traveller, pls avoid this airline.",1
MEL-HOB and LAU-MEL. Both flights comfortable and the planes clean and tidy. Cabin crew were friendly and polite. First flight left 25mins late only because people could not organise themselves to sit in their seats without rearranging the overhead lockers to suit themselves. Overall pleasant enough.,0
We travelled to Adelaide from Darwin in Dec and the seats were so uncomfortable it took two days for the pain to leave not only was there not sufficient room in the seating but the seats were as hard as rock. All Qantas flights booked out for months so no way of getting to Adelaide. I will never fly with this airline again. Lift your game Jetstar.,1
Flying with Indigo is a pleasure. Clean spotless cabin and always punctual. My trip from New Delhi T-1 to Surat on 6-july 2022 was perfect. Only I wish the Airhostess wish passengers with big smile and welcome message when we embark. Most of the time its a miss. It goes a long way in the feel good factor of passengers.,0
"Caticlan to Manila. I have been flying with Cebu for my trip in the Philippines and every single time, the flight is either delayed or mad rushed with gate changes. They cant keep their story straight with the delayed flights, your plan left Manila 10 minutes ago it should arrive in 45 minutes 45 minutes later, your flight has still not left Manila, it will be leaving in approx 20 minutes. All lies. Waste of time for an airline. They simply just do not care. Poor customer service, unreasonable delays, high costs for extremely economy flights with below average planes. This airline is so bad and I wouldnt recommend it.",1
"Arrived at the KL airport more than 2 hours before as usual and it was a mess. Queued for several time for the check-in counter until staff told us that the check-in at the counter is extra and we need to do the self check-in. We queue for both check-in and luggage drop. Yes, two different, very slow queues because they put together all the flights. One of our luggage was 1kg too heavy and the machine didnt accept it, so we open our things and rearrange it. Once back to the machine another surprise, you cannot try again, so go queue again at the service counter. End of the story, missed flight because it was too late to drop the luggage and customer service unable to do anything outside buy another ticket  for the next day.",1
"The worst airline ever. Paid for an extra oversized bag, was told that was all I needed. When I arrived they told us that we didnt have an extra bag, that wed just paid for an oversized bag not another one even though I was reassured that this was fine when purchased. They then tried to change us an extra $250 for the bag. We eventually agreed and watched as they took off our bag. Which is now who knows where. Will never fly with Jetstar again, no matter how cheap they are. Never have these hassles with Air NZ.",1
"Firstly, just as any budget airline, Scoot charges high fees for necessities, such as bag fee of $40 USD and seat selection fee $14 USD. Once on my 6-hour flight from Bangkok to Tokyo - they wouldn't even provide water to passengers without a fee. It was $4 USD for a bottle of water - something that should be provided for free as a human right on any flight. Thus, I find it highly inhumane that the airline will try to make profit on such simple things. I asked for a blanket (as it was an overnight flight) and was told I'd have to pay for that as well - although most long-distance flights will provide them for free. Secondly, I asked the staff if I could move to an empty row in front of my (empty row) seat for more leg room - only to be informed that I would need to pay more. Later I witnessed a few of Scoot flight attendants take up the whole row that I asked to moved to in order to take naps (as it was an overnight flight). I disembarked this flight with a very poor impression of Scoot airline and will never use them again. I recommend using proper (not budget) airlines, as the cost comes at to be the same.",1
Singapore to Perth. It was a good experience flying Scoot on their Boeing 787.  The ScootBiz cabin is very spacious and the service was really great despite we had to pre-order our food. From check in to boarding it was smooth. No delays at all. All in all I will definitely fly on ScootBiz again.,0
Adelaide to Denpasar. My first experience with Jetstar now set the crown on it. Checked in 1 bag of 12 kg at the airport because it is not possible online during check in processs = 160 AUD$. Confirmed seats for row 18 and ended up in row 30 (the last one) with no possibility to recline the seat on a 5 hour flight. Sitting in a bus is more comfortable and next to us was a huge garbage bag sitting on 2 seats! Customer service says that seats you are not paying for are not designated to you and can be changed at any time.,1
"Cebu Pacific is a typical budget airline: low fares and a competitor for flights in and around Philippines. But you get nothing, just a seat. Anything else you want you pay extra. International flight allow you to bring 23-30 kg of luggage. Cebu max is 20kg, so you need to pay! If there's a delay there is no information! All together, you need this airline to get on the right spot in Philippines but if you can avoid it, do it!",1
"I am writing my mothers flying experience with Scoot on scootbiz. My mother is a 77 year-old diabetes patient with walking difficulty who walks very slowly with a cane. She speaks and reads no other languages but Chinese. Given that shes not a seasoned traveller and with the language barrier, mum felt stressful when travelling on her own. Mum flew with me to Sydney for a short holiday in September and on the return flight, I was unable to fly with her due to work commitments. I therefore applied with Scoot for a special assistance of taking her through the security checking, immigration checkpoint as well as leading her to the right boarding gate as the boarding pass is printed all in English as well as providing a similar assistance at the arrival hall in Singapore. Very much appreciated by both mum and myself and very thankful that the Scoot crew both at the check in counter as well as the cabin crew had been very patience, approachable and understanding of her conditions and had been taking great care of her on the plane making her felt at ease and removing her stress and worries by going extra miles of cracking jokes with her. This is especially so when Scoot had also arranged, at the arrival hall in Singapore, to had her wheeled out of the aircraft, led her to the immigration checkpoint as well as assisting her collecting her 2 pieces of luggage (40kgs in total) which is too heavy for an elderly to remove from the conveyance belt. This high quality of service provided by Scoot which may not be as considerate in other airlines, is highly encouraged and appreciated by elderly solo travellers. Will definitely flying mum with Scoot in the future.",0
"I recently had the misfortune of booking a flight with Air Asia, and it was the most unreliable and frustrating experience I have ever had with an airline and I have flown over 2 million miles mainly on Delta. Not only do they have no live customer service agents to assist with any issues, but when their systems fail, there is absolutely no recourse for the stranded passengers. I was left stranded at the airport with no way of reaching anyone for help, and it was a nightmare trying to get any sort of assistance. It's absolutely unacceptable for an airline to operate in this manner, and I believe they should be held criminally liable for essentially stealing money from their customers. If you cannot provide the service you charged for and you do not have a live person to resolve issues with you airlines you are not operating a business. I would strongly advise against booking any flights with Air Asia, as their lack of reliability and customer service is a major red flag. Save yourself the headache and book with a more reputable airline.",1
"Jakarta to Kuala Lumpur. Worst airline, especially the employees at boarding pass. I came 4 hours early, check in online,  the immigration counter asked me to print boarding pass, I went to boarding pass counter  telling them I don't have visa, and asking me for Hotel booking, and asking bank information, and she told me that I can't leave the country, or travel. Most incompetent employees ever.",1
"I was travelling from Perth to Singapore with my 82 yr old mum who has problems walking. I was impressed by the service standards of a budget airline. I requested for a wheelchair when we checked in and was referred to the Service desk. The wheelchair was there in just a short while. We were escorted all the way through immigration, customs etc. My mum was finally wheeled to the aircraft for boarding and we were seated at Row 1. What impressed me most was to find that the wheelchair was waiting when we landed at Singapore. I also wish to extend a bouquet to the service staff who were attentive and really polite! Kudos to Scoot.",0
SIN-BKK-SIN. Easy to see why Scoot is the preferred LCC for this route. Large B777-200 with 31' pitch vs other LCC's A320 with 29' pitch. However on medium haul flight much prefer Jetstar's A330 which offer same pitch but with head rest and personnel screen on each seats. But will definitely use them again if price is right. Just remember to bring my own pillow as I find the seat hard and uncomfortable without the head rest.,0
"Singapore to Osaka. The worst airline I have come across so far. I travel a lot, but never encountered such poor customer service. They cancel flights and you have to run months after them for a refund.",1
"Flew Jakarta to Bali. The delay remains the same. I got a 60 to 90 minute delay today. It is like delays are part of the behaviour and culture in this airline. In this era, where people are very busy and don't have one day only to fly from one place to another, Lion Air needs to learn to respect people's time. So, if you do not have the whole day spare time just to fly, Lion Air is the last choice you should make. I think they have to improve to be on time unless they will lose customers.",1
I have been flying with my wife who has problems walking and needs a wheelchair from Bangkok to Kuala Lumpur and return. Flights were on time with nothing adverse to report and a very friendly crew. What is annoying is the way AirAsia are managing to increase prices: additional fee for credit card payment additional fee for seats (I can agree to a supplement for seats with more legroom) but to have to pay an extra fee for any seat is something than even Ryanair has not (yet) considered how can you fly without a seat? Additional fee for wheelchair use (4 USD it means 16 USD for a return trip). If you consider all this the price is not too different from what you can get on regular airlines and this will be my choice next time.,1
"Gold Coast to Sydney. My flight into Sydney was fairly uneventful with friendly flight staff but on arrival the back of the flight was disembarked via the metal steps onto the tarmac then up 2 flights of steps to exit. I a mother traveling alone with my 1.5 year old and was my self struggling to carry her and my bags on that route but to my dismay i had to watch a elderly couple absolutely struggle to decent the stairs and then ascend the stairs, this occurred in full view of a male staff member watching on. When  I reached the top I alerted a female flight attendant who went to see if someone could help but the struggle had already occurred. I though it was terribly lacking in compassion and frankly dangerous. On my return flight apart from a delay the flight was fine, when i went to pick up my baggage and pram i found it and many bags piled up on the floor and stuck in the re entry point of the baggage claim carousel and was continuing to stack up and bags falling, no staff were there helping or stopping the situation, when i pulled my pram from the wreck its wheel was broken off and is now not usable.",1
"Denpasar to Bangkok. Very bad refund policy due to Covid19, my flight has been canceled but Lion air refused to refund, only give a voucher valid 1 year. I do not plan to flight for 1 year so it is useless. Spent hours with customer service for nothing. Bad experience.",1
SIN-MNL-SIN SIN-CEB-SIN MNL-DVO-MNL. Flew with them a lot of times no real complaints and since I always take the midnight flights everyone is asleep so it is not really a problem. Check-in staff at Cebu did not seem to know what they were doing and held us for 20 mins while other passengers took less than 10 mins. Early flight departure from Davao to Manila found the airport chaotic (they just opened) but it is not really the airline's fault. Flights were smooth except for short turbulence. Check-in at Manila was quick.,0
"Flew Melbourne to Tokyo Narita, returning to Melbourne via Cairns, my first time on the 787 and it was brilliant. This aircraft is spacious and user friendly and the first time I did not experience any discomfort with my ears. The seats were comfortable. The crew on the outbound flight were distant and disinterested whilst the crew on the journey to Cairns were friendly, hard-working and engaging. The meals were also quite good and adequate for the durations of the flights. We flew via Cairns on the journey home, transferring to a domestic flight to Melbourne on the A321, which also isn't a bad aircraft. The pilots up the front did an excellent job considering the strong winds in Melbourne. Well done, I was impressed.",0
Denpasar to Sydney. Absolute worst experience Ive had in 20 years of flying. Jetstar promised to compensate my friend and I for a mishap they made and then ignored our calls and emails when it came time for payment. Im totally disgusted at how they treat customers and would always recommend travelling with another airline.,1
We flew from Sydney to Cairns return and I have to say it was as good a flight as we have been on with any other airline. The service at the airports was good same as you would expect from any other airline. The flight attendants on the plane were extremely helpful and very nice. We paid extra for the exit row seats and had plenty of legroom as my husband is 6 foot tall so was happy to pay considering we were still saving on the cost of other airlines. The seats we had were airplane comfortable same as any other airline. Yes they didn't have food or entertainment however it's a 3 hour domestic flight so we just took out own food and put some movies on the tablet to watch together. It was a perfectly good flight with great service. No problems with them at all and would definitely fly with them again.,0
Sydney to Singapore with Scoot. Excellent experience and great value for money. Would highly recommend for those on a budget. For those needing extra leg room it is so much better than economy class. Staff really looked after us and it was great being first on and off the plane. No need to stand in long queues and having to jostle past other travelers.,0
My 17 year old son and I were on a 43 day round the world holiday. While in Rome I was emailed that Air Asia 29 June 2014 QZ266 CGK-SIN. The whole trip is good. Staff were friendly. The seat was small with little leg room. The Inflight Entertainment isn't very nice.,0
"I just traveled from Narita airport to Bangkok airport on 7th May 2023. That was my 4th time traveling with the airline and I was very disappointed. The counters opened 2 routes, Singapore and Bangkok, for checking in at the same time. It wasn't separated well and was very confusing. The C26 counter was said for Bangkok check-in, so I queued in the row for about 15 minutes aiming for it. But then, the C25 Singapore counter was free and called me out. I refused her because I was waiting for the C26 counter. She didn't understand and asked me why I queued in this row, so I told her counter C26 was said for Bangkok. She didn't believe me that C26 is for Bangkok and walked out from the counter. She realized her mistake when she saw the sign above the counter and the C26 staff told her that her counter was really for Bangkok. Although she realized it, she still didn't say any apologies to me and still asked me to queue again from the start in another row which I was frustrated. I don't understand why I had to waste time there about 30 minutes when I could finish it in 15 minutes.",1
"Wellington to Auckland. My experiences: - $120 to change a flight when the original flight was weeks out from departing. Flights are delayed all the time. Of the 13 flights I've taken, 3 have been delayed and 1 has been cancelled. Not a great track record. - They now weigh all baggage to the nearest gram. $60 fee if you're even slightly over. Explain to me how this isn't a money grab. Myself, a 65kg male with a bag weighing 7.1kg, gets charged $60 for an overweight bag when a larger man, probably 120kg+ has an underweight bag and is considered fine. If this actually about weight cumulative weight, my extra 100g would not make a difference. As said, one of my flights was cancelled. Fine, no worries, it happens. The problem is their customer service and focus, or lack thereof on customer satisfaction. Jetstar informed me that I would receive my refund in 7 working days. Warning: This is a lie. I attempted to fly on the 6th January 2019, this flight was cancelled. It is now the 26th April 2019 and still no refund to be seen. I called them today to which I was put on hold for half an hour and told was there was a 'technical glitch'. This 'glitch' seems a little coincidental when I'm asking for money back, especially from a company that loves to money grab at the slightest opportunity and lies about returning refunds. I digress. In my case, they cancelled the last flight out on a Sunday evening to which I had to spend an extra $100 to get to work the next day - not impressed. Might I add 0 compensation for this. You can tell Jetstar is an awful company to work for and their customer support policies highlight that. The girl dealing with my refund call said 'I'm sorry sir, I can understand why you are frustrated but I'm just following company policy'. I told her that my frustrations are not toward her but toward Jetstar as a company and how they operate. I've been on the other side of that coin in hospitality, I know how a disgruntled customer feels. I expressed to her that my frustrations were not with her, told her to enjoy her day and thanked her for her help. She thanked me at the end of the call for my understanding and to quote, I was the 'first person to ever say that'. Back to the point. This is a warning to anyone else - this company does not care about you. They do not care about their airline ranking. They don't care about providing customer satisfaction. All they care about is money.",1
"My wife and I were booked on Qantas from Ayres Rock to Melbourne via Alice Springs. I checked in on line the night before and all was fine, in the morning we received an email saying we had been moved to Jetstar. When we went to the airport it appeared the QantasLink connection to Alice was not operating. The ground staff did a very good job moving the people connecting through Alice. We were given exit row seats on the plane and A$15 airport caf voucher because of the later departure. I have no problem with Jetstar as such, my gripe is that we paid for a flight with snacks and drinks and never even got water on Jetstar. I think if the airline move you then they should give the same service you paid for. If we had wanted Jetstar we would have booked them. The flight and crew were fine.",0
Hong Kong to Bacolod via Cebu and Bacolod to Manila. Very poor airline. Each flight was unadulterated. Seat pitch is miserable. Check in at Bacolod was a terrible mess and so many extra taxes to pay at the airport. Fares are not budget when all the hidden add ons are included. Will not fly Cebu Pacific again.,1
"Manila to Cebu. Could customer service get any worse? I have flown on over 50 Cebu Pacific flights over the last 10 years and none have been on time! Today I am sat at Manila whilst my flight is yet again delayed. The scheduled departure time came and went, without any announcement from staff. I approached staff and was told boarding in 10 minutes, that was 2 hours ago! The next staff member said flight had arrived and expect 20-30 minute delay. Again that passed a long time ago. The third staff member said flight was due to arrive in 30 minutes so expect up to 2 hours delay! Flights are regularly delayed, staff just make up any excuse rather than give actual correct information to passengers.",1
"Adelaide to Sydney. They operate like a full service airline. The cabin is stunning and they provide almost full service throughout the whole journey, only complimentary food was not provided. Ground staff was very friendly. Cabin staff look friendly as well. Safety demonstration was professional. I was really surprised with the experience.",0
