Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity,Aircraft
indigo-airlines,431538,2016-09-23,10,India,Verified Review,"""overall flight was very enjoyable""","Mumbai to Goa by IndiGo. Check-in was quite easy. We were warmly welcomed by the cabin crew. Cleanliness had been maintained on this aircraft. The seats were very comfortable and the legroom was fantastic. The overall flight was very enjoyable, and I will have a pleasure flying with IndiGo again.",Solo Leisure,Economy Class,BOM,GOA,,February 2016,5.0,5.0,5.0,5.0,5,yes,,,A320
indigo-airlines,431447,2016-09-22,10,India,Verified Review,"""overall experience is awesome""",Bangalore to Mumbai. Every time I travel with IndiGo I have no complaints with it. The cabin crew are polite and have a welcoming nature. Followed by the warm welcome was the smooth takeoff. The legroom was fantastic and the seats also wide enough. The food was hot and delicious. The landing was a smooth one and the overall experience is awesome.,Solo Leisure,Economy Class,BLR,BOM,,September 2016,5.0,5.0,5.0,5.0,5,yes,,,A320
indigo-airlines,428993,2016-09-11,10,India,Verified Review,"""flight experience was fantastic """,Flew from Mumbai to Bangalore with IndiGo. As we entered the aircraft we were warmly welcomed. Though we had to buy food but it didn't create any issues. The food tasted fantastic and seats were quite comfortable. The cabin crew was polite.  Overall flight experience was fantastic and I would keep travelling with them.,Family Leisure,Economy Class,BLR,BOM,,September 2016,5.0,5.0,5.0,5.0,5,yes,,,A320
indigo-airlines,428791,2016-09-10,10,India,Verified Review,"""best domestic airline of India""",Mumbai to Bangalore. IndiGo is the best domestic airline of India. The seats were very comfortable and the food was excellent. The cabin crew were polite and had a welcoming nature. The pilot kept us well-informed about the delays. The Takeoff and landing was a smooth one. I had an amazing experience with this airline and would keep on travelling with them.,Solo Leisure,Economy Class,BOM,BLR,,September 2016,5.0,5.0,5.0,5.0,5,yes,,,A320
indigo-airlines,417414,2016-07-30,10,India,Verified Review,"""crew have a very welcoming nature""",Jammu to Mumbai via Srinagar with IndiGo. It was a very pleasant flight and the cabin crew have a very welcoming nature. Cleanliness is well-maintained in all the aircrafts and the food tasted fantastic. The landing and takeoff are very smooth all the time. The restrooms do not smell like other airlines and the overall flight experience was amazing. I will definitely opt for it again.,Business,Economy Class,IXJ,BOM,SXR,July 2016,5.0,5.0,5.0,5.0,5,yes,,,A320-232
indigo-airlines,416864,2016-07-28,8,India,Verified Review,"""punctual and crews very attentive""","Delhi to Bangalore return with IndiGo. Used the airline twice in the month. Very punctual and crews very attentive, which makes the service very pleasing. Expanded food menu is a good development. The seats are a let down though , as it is not comfortable for a six-footer like me and that when journey is almost 2.5 hours.",Business,Economy Class,DEL,BLR,,July 2016,1.0,4.0,4.0,5.0,5,yes,,,A320
indigo-airlines,411641,2016-07-09,10,India,Verified Review,"""a pleasure flying with IndiGo""",Flew from Mumbai to Bhubaneswar with IndiGo. The flight arrived and departed on time. The interior is also well maintained and the seats are quite comfortable. The cabin crew are very polite and listens to one's problem very patiently. The landing was a smooth one and the pilot kept us well-informed about the delays. The food was delicious and it was a very enjoyable flight. I will have a pleasure flying with IndiGo again.,Family Leisure,Economy Class,BOM,BBI,,March 2016,5.0,5.0,5.0,5.0,5,yes,,,A320
indigo-airlines,398207,2016-05-11,1,India,Verified Review,"""worst experience so far""","Delhi to Hyderabad with IndiGo. While I'm writing this, I'm waiting to make the payment for excess luggage. The problem is, it's been 40 minutes, and having been moved from one counter to another, three times, I'm still stuck in a state wondering if I'll ever get my boarding pass for an already delayed flight. I've travelled on pretty much every domestic airline that operates in India. This is my worst experience so far. Unlikely I'll ever buy a ticket with Indigo again.",Business,Economy Class,DEL,HYD,,May 2016,2.0,3.0,3.0,1.0,3,no,3.0,3.0,
indigo-airlines,397918,2016-05-10,4,India,Verified Review,"""seats not that comfortable""","Cochin to Delhi with IndiGo, flight was late by 1 hour due to incoming aircraft arriving late.  Seat was 13E(XL). Seats not that comfortable and cushioning is very hard. Had the instant noodles which was tasty along with Cappuccino which is always hot and tasty. Service was okay. At DEL, baggage took a long time to come.",Business,Economy Class,COK,DEL,,April 2016,1.0,3.0,4.0,1.0,2,no,,,A320
indigo-airlines,386772,2016-03-22,9,India,,"""flight experience always been good""","Pune to Lucknow via New Delhi. I have flown every low cost airline in India and I find Indigo the best. Their booking is hassle free through app on both ios and android. Web check-in is a breeze, getting any optional services is also good. The check-in is curteous and to the point. Mind you they dont allow even 1kg extra on planes without payment, plus they have also started to screen weight of cabin bag just before boarding the flight. Its a business model because they are a budget airline. The planes are clean with courteous crew. The leg space of economy seats is ample. I am a heavy built person and I have never faced space crunch in the seats. The in-flight food is okay, nothing to write about. I never had to wait for my baggage for more than 10 min. Overall the flight experience has always been good.",Solo Leisure,Economy Class,PNQ,LKO,DEL,February 2016,4.0,5.0,2.0,5.0,5,yes,,,A320
indigo-airlines,386266,2016-03-20,10,India,,"""flight experience  was good""",The overall flight experience from Delhi to Visakhapatnam via Hyderabad was good compare to other airlines.The seats were comfortable and spacious. The food was nice but there was no In Flight entertainment.I suggest Indigo to Have InFlight entertainment.,Family Leisure,Economy Class,DEL,VTZ,HYD,March 2016,5.0,5.0,,5.0,5,yes,1.0,,A320
indigo-airlines,384570,2016-03-14,5,India,,"""ambience was pleasant""",Overall experience with Indigo flight from Delhi to Pune is good compared to others which I have travelled. Cabin space and seating arrangement is better than others. Overall ambience was pleasant. I think Indigo could enhance their service by adding some information devices inside the cabin showing a route map and if possible some outside coverage such as cameras. They could also offer Indian food during meal times rather than junk food.,Business,Economy Class,DEL,PNQ,,March 2016,4.0,4.0,2.0,3.0,3,yes,1.0,1.0,A320
indigo-airlines,381153,2016-02-27,10,Thailand,,"""a flawless flight""","Sometimes I seem to be repeating myself - travel from Bangkok to Pune via Kolkata 3-4 times yearly - but, once again, a flawless flight from IndiGo. Something I have written about in the past, the fact that the on board crew never has any Arrival Forms for foreigners, was finally rectified but, however, with an amusing twist: on my asking the cabin attendant for an Arrival Form, something that only non-Indian nationals need to fill, she very pertly asked me as to why I needed one since I look Indian. I replied that I was only 99.99% Indian, the remaining .01% being American as I carry that country's passport. (I did not mention that the Indian diaspora is the largest in the world. I was, however, tempted to do so.) P.S Food and beverages have to be purchased on IndiGo. I never comment on these as I usually carry aboard lots of munchies/snackies.",Solo Leisure,Economy Class,BKK,PNQ,CCU,February 2016,4.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,379400,2016-02-19,8,India,,"""well-trained and helpful""",Mumbai to Jaipur. I am a frequent flyer on this particular route. I prefer a low-cost flight on this route as the journey time is just 2 hrs. IndiGo is not a full-service carrier but one thing is for sure if you are booking an IndiGo flight be sure that you reach on time. They have a record of on time departures. The ground crew and cabin crew is well-trained and swift and helpful. The only place where this airline lacks is the entertainment system. The magazines provided inside are good enough if you are in India for a vacation or a tour. The airline connects almost each and every airport of India. Also they are flying to some international destinations like Dubai. They also provide free reminder service for your flight and the communication system between airline and consumers is way too good. The meals served are ready to cook meals and some snacks also available with good range of beverages.,Solo Leisure,Economy Class,BOM,JAI,,January 2016,4.0,5.0,4.0,4.0,5,yes,2.0,,A320
indigo-airlines,374029,2016-01-26,2,India,,"""yet another bad experience""",Yet another bad experience with Indigo from Udaipur to Mumbai. We arrived at the airport 2 hours prior to departure. We were told that seats were all web checked in so we were forced to take paid seats or sit in different rows. Concept of unregulated extra charges within economy class is wrong. Moreover these are not declared at the time of booking tickets.,Couple Leisure,Economy Class,UDR,BOM,,January 2016,1.0,1.0,1.0,1.0,1,no,,,
indigo-airlines,373443,2016-01-24,8,United Kingdom,,"""punctual and comfortable""","Pune to Nagpur with IndiGo. The plane was new, check in was smooth, boarding systematic, they are the only airline who use walkway to board the aircraft, this is better than using steps as PNQ airport does not use its airbridges for every flight. FA were smartly turned out and professional. The onboard trolley had snacks and beverages for purchase. The flights were punctual and comfortable.",Couple Leisure,Economy Class,PNQ,NAG,,January 2016,4.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,372839,2016-01-21,10,United Kingdom,,"""was very impressed""","Delhi to Goa, and I flew three times with IndiGo. The planes are new and clean, and staff very professional. Seats are large and comfortable. The pilots communicate well with the passengers. Flights were on time. They have shuttle buses which bring you to the plane. Check-in was fast and smooth, and you can bring along 2 check-in bags with no extra charge. I was very impressed as I was not sure what to expect.",Couple Leisure,Economy Class,DEL,GOI,,January 2016,5.0,5.0,,5.0,5,yes,,,
indigo-airlines,372624,2016-01-20,3,United Kingdom,,"""I missed my flight""","Bangalore to Pune. A lack of organisational and communication skills and ticket counter staff had no idea how to handle awkward customers. I arrived at the airport with enough time to check in, the counter staff was dealing with a customer who missed her flight and this lasted over 15 minutes and meant that even though I was fast tracked to the front of queue I missed my flight - despite the flight not departing for another 40 minutes. I was told that I had to rebook a fresh flight at the cost of 17,500INR, which was then reduced to 3,600INR after I complained and explained the situation.",Business,Economy Class,BLR,PNQ,,January 2016,4.0,5.0,4.0,4.0,4,no,,,
indigo-airlines,371404,2016-01-15,10,Canada,,"""would fly them again""","Flew Delhi to Mumbai and the first time I tried Indigo, via my travel broker. I have flown SpiceJet and Jet Airways and didn't really enjoy my experience with them, so I was keen to try another option. Pleasantly surprised on all fronts: customer service, flights were on-time and the inflight food was good. Seats were good sized as well, not as crammed as Spicejet. I would fly them again.",Business,Economy Class,DEL,BOM,,January 2016,4.0,4.0,4.0,4.0,4,yes,,,
indigo-airlines,368926,2016-01-07,6,United Kingdom,,"""all flights on time""","Flew various domestic flights with IndiGo through last year. All flights on time, never more than a ten minute delay, and they have a fairly comprehensive network.  Food was poor, choices often not available. Prices are no longer cheap. Staff is competent but not that courteous. They use bus boarding even at terminals where airbridges are empty which is irritating.",Business,Economy Class,BOM,CCU,,December 2015,2.0,3.0,1.0,2.0,3,yes,,,A320
indigo-airlines,365151,2015-12-27,5,India,,"""long admired Indigo""","Bombay to Ahmedabad return I have long admired Indigo for it's focus on providing on-time service at a decent price with seats which are reasonably comfortable. I never minded paying the fee for better seats in the first row or exit row or for food which is against decent and I recommended it to many. However after a gap of over a year, I flew Indigo again and found the seats so thin, and the fares were not that decent compared to some carriers.",Business,Economy Class,BOM,AMD,,December 2015,1.0,2.0,2.0,2.0,2,no,,,A320
indigo-airlines,364964,2015-12-26,8,India,,"""recommend IndiGo""","Port Blair to Delhi via Kolkata. The check in process required more time than expected. The staff was average. Seats were quite comfortable and aisle access was fair. Reliable airline and never been delayed. Food was available on request and is not included in the flight ticket. In flight entertainment was fair. I would recommend IndiGo for budget travellers, solo and family.",Family Leisure,Economy Class,IXZ,DEL,CCU,January 2015,4.0,4.0,3.0,3.0,5,yes,3.0,2.0,A320-200
indigo-airlines,364685,2015-12-24,8,India,,"""service and aircraft up to the mark""","I have flown with IndiGo on several occasions domestically and this was my first international flight with them. Seamless check in with very polite ground staff. Cabin crew were polite, pleasant and efficient. The aircraft was clean, even the lavatories were kept fairly clean. Choice of food onboard to be purchased was decent. DXB-BOM had a long check in queue but the process however was efficient. Onboard service and aircraft cleanliness was up to the mark. Seats are pretty comfortable, as they're slimmer hence providing a better amount of leg space. Departures/arrivals on time.",Solo Leisure,Economy Class,BOM,DXB,,December 2015,4.0,4.0,4.0,4.0,4,yes,,,A320
indigo-airlines,361592,2015-12-09,10,Thailand,,"""another flawless flight""","Another flawless flight with IndiGo. Returned to Thailand ten days ago and flew from Pune to Bangkok with a plane change at Kolkata. (Layover time about 2 hours.) Smooth check-in (Pune and Cal), smooth boarding at both places, and very smooth and comfy flight with the always-friendly, efficient and helpful cabin crew. On time departure and arrival a few minutes early. I like the use of a ramp in Pune while getting on/off IndiGo planes. So much easier than steps/stairs. Clicked N/A on food and bev, these are available but I have never tried them.",Solo Leisure,Economy Class,Pune,Bangkok,Kolkata,November 2015,4.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,359191,2015-11-28,9,Singapore,,"""staff are very kind""","Chennai to Singapore with IndiGo. Very nice seat, staff are very kind and smile faces. Pilots done very good job during lightning and turbulence inflight. Flight timings very perfect. Crew are very aware when passengers not wear seat belt during take off and alight.",Solo Leisure,Economy Class,Chennai,Singapore,,November 2015,4.0,5.0,3.0,4.0,5,yes,,,A320
indigo-airlines,356171,2015-11-15,10,India,,"""so comfortable and smooth""",I am grateful to IndiGo for making my journey so comfortable and smooth. I traveled with IndiGo from Patna to Pune via Delhi. I had a pleasant flight experience and I'd like to commend staff on an exceptional level of service.  The staffs that we encountered were extremely polite.  Thanks to porters for being a great help and carrying my hand baggage. I'd like to mention staff who came with chocolates and biscuits and offered it to all kids as it was children's day! It was a very sweet gesture on part of IndiGo to come up with such ideas. Keep up the good work.,Family Leisure,Economy Class,PAT,PNQ,DEL,November 2015,5.0,4.0,4.0,5.0,5,yes,,,
indigo-airlines,355973,2015-11-14,10,United States,,"""a superb experience""","A superlative experience. Flew Bangkok to Pune via Kolkata with IndiGo. Waited at the baggage carousel (very short wait). Had checked in two items: a bag and a long cardboard tube containing prints. The former arrived at the carousel; the latter did not. Enquired from IndiGo staff attending at and they informed me that since the tube was marked 'fragile' it would arrive separately very shortly (which it did) and asked me if I was connecting to an IndiGo flight and on my answering, yes, I was, IndiGo said they will assign staff member to escort me and my luggage to domestic departures. A lady took charge of me and my luggage - she insisted on pushing my trolley, I insisted on doing it myself; I won - and took me all the way to IndiGo x-ray security. As I was carrying a bottle of duty-fee liquor in my carry on, and since liquor cannot be carried on domestic flights, I checked my back pack through x-ray and the IndiGo staff, to avoid bottle smashing, tied my backpack up very securely and put a fragile tag on it and asked the staff escorting me to inform IndiGo check in counter, where the pack was specially tagged and given to a baggage handler to carry it personally into the baggage room. A superb experience!",Solo Leisure,Economy Class,BKK,PNQ,CCU,November 2015,4.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,352641,2015-11-01,9,India,,"""well functioning LCC""","Overall, a very good flying experience with IndiGo. Flights on time. Boarding experience good. Airplanes clean inside, and cabin crew responsive to requests. Overall, a very well functioning LCC which meets my expectations.",Family Leisure,Economy Class,Chennai,Bangalore,,October 2015,4.0,4.0,,4.0,4,yes,3.0,,A320
indigo-airlines,352557,2015-11-01,9,United States,,"""food was absolutely delicious""","Flew Indigo from BDQ to CCU via DEL. The IndiGo has some of the most courteous and helpful FAs. Despite the fact that my family didn't get seats together, FAs helped us swap seats with other passengers. FAs are also very kid-friendly. The meal service in IndiGo economy class is better than the meal service of every US-carrier on domestic routes. The food was absolutely delicious. During Delhi transit, we were asked to stay in our seats while the crew changed and cabin was cleaned for on-going flight to Kolkata. We were offered additional snacks while we were waiting inside the cabin. Our experience on DEL-CCU segment was also excellent. The only IndiGo process that I find to be strange is when they check your boarding pass as you disembark the aircraft.",Family Leisure,Economy Class,BDQ,CCU,DEL,January 2015,4.0,5.0,5.0,4.0,4,yes,,,A320
indigo-airlines,350293,2015-10-22,9,Thailand,,"""IndiGo does a very good job""","Flew IndiGo for the 12th time (three visits to India with an aircraft change in Kolkata outward and inward) in the space of 12 months (Bkk-Kol-Pune-Kol-Bkk) and IndiGo does a very good job from start to finish. From checking in to the cabin crew to smiling pilots who say byebye when leaving the plane. The planes are clean, the seating is fine (I am 5'10"" and slim) as each flight is around 2-1/2 hours. Boarding is efficiently done, and every departure and arrival was on time. The fact that baggage takes time to arrive is probably beyond the airline's control.",Business,Economy Class,Bangkok,Kolakata,,August 2015,4.0,5.0,2.0,5.0,5,yes,,,A320
indigo-airlines,347534,2015-10-10,8,Australia,,"""comfortable and very clean""",Morning Flight from Singapore to Chennai. Arrived at check in three hours early and had no checked in baggage so check in was smooth and quick. Boarding was also very quick and professional. Upon boarding I changed my seat from where I was sitting in the front to the seats just in front of the emergency seats near the wing as it was empty. I believe Indigo keeps these seats reserved as you can pay on board to upgrade these seats but no one bothered me for moving to these seats. Slept throughout the flight and overall flight was comfortable and very clean. No IFE or food but this was a short flight so not bothered at all about it would recommend in future.,Family Leisure,Economy Class,Singapore,Chennai,,September 2015,5.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,347036,2015-10-08,3,India,,"""poor ground service""","Poor ground service, they asked me to check in my hand baggage for excess weight, which I understand is the rule. But when I was boarding the aircraft, I was amazed to find that loads of passengers had huge hand bags and in some cases multiple bags, which possibly were more than the weight limit. The ground staff told me that they check the weight again at the boarding gate to ensure that there is no overweight baggage, but I did not see any other bag being weighed other than mine!",Business,Economy Class,Delhi,Goa,,October 2015,2.0,2.0,,1.0,2,no,,,
indigo-airlines,345075,2015-09-29,6,India,,"""a reasonably good airline""","I flew IndiGo from Kolkata to Delhi on 28th September 2015. Flight departed on time, it was good legroom and aircraft clean. The cabin crew were polite and efficient. Arrived on time at midnight. Overall, IndiGo is a reasonably good airline.",Solo Leisure,Economy Class,Kolkata,Bengaluru,,September 2015,4.0,3.0,2.0,4.0,3,yes,1.0,,A320
indigo-airlines,339861,2015-09-07,10,India,,"""IndiGo staff were very friendly""","We took the Chennai-Bagdogra flight through Indigo. Booked well in advance under a deal and it is 100% worth every penny. From the ease of web check in to boarding, the IndiGo staff were very friendly. The journey was very comfortable, aircraft relatively new, flight stewardess were very friendly. Flight departure/arrival were on time. During the hop at Kolkata, we were even allowed to visit the cockpit and the captain demonstrated the functionalities. I never expected this kind of treatment, and we were very satisfied overall with Indigo. Even our return journey to Chennai was again with IndiGo, which again is very pleasing experience overall for us.",Solo Leisure,Economy Class,Chennai,Bagdogra,,February 2015,5.0,5.0,,5.0,5,yes,,,
indigo-airlines,338793,2015-09-03,8,India,,IndiGo customer review,"Mumbai to Jaipur via Delhi with Indigo. Check in at Mumbai for drop off (for web check in) is longer than the regular check in line. Efficient check in staff. These flights were all on time and the cabin crew efficient. Aircraft was clean, neat and well maintained. Still the best airline in India.",Business,Economy Class,BOM,JAI,DEL,August 2015,3.0,4.0,4.0,4.0,4,yes,,,A320
indigo-airlines,330944,2015-08-02,10,India,,IndiGo customer review,"Quick check in, followed by efficient and punctual boarding. Buses in great condition. Newer aircrafts. Smiling and professional cabin crew. Captains update passengers regularly with clear announcements. Although it is a low cost carrier, a bit more cushioning on seats would be great. All in all, highly recommended, at least for Indian domestic sector.",Business,Economy Class,New Delhi,Mumbai,,July 2015,3.0,5.0,,5.0,5,yes,,,A321 Sharklet
indigo-airlines,328692,2015-07-24,9,United Arab Emirates,,IndiGo customer review,"Speedy check in. Boarding as typical in Pune airport. Not very organised, but still went well. Plane was very clean. Crisp and new feeling. Crew was smiling. My first experience on this airline, and will stick to it when travelling inside India. It is a low Cost but for Low Costs it ticks all the Boxes.",Solo Leisure,Economy Class,Pune,New Delhi,,July 2015,3.0,5.0,4.0,3.0,4,yes,,,
indigo-airlines,326354,2015-07-14,5,India,,IndiGo customer review,We have taken the flight from Indore and we are regular flyers with Indigo. The seats were most uncomfortable. There was hardly any cushioning on the seat. Experience of seat was more or less similar to as if we were seating on wooden bench. You have already curtailed seat pitch and now the un-cushioned seats. You are requested to have some feeling for passengers minimum level of actual comfort also. Looking forward for better and more comfortable seats.,Family Leisure,Economy Class,Indore,Pune,Hyderabad,July 2015,1.0,2.0,,3.0,2,yes,,,
indigo-airlines,320959,2015-06-20,8,Australia,,IndiGo customer review,"I recently took several flights with IndiGo and didn't experience any major issues. I checked other airlines before I booked and IndiGo were consistently cheaper, often by a wide margin. Flights were all on time or within a few minutes of it, aircraft were spotlessly clean and even though the seat pitch is average for LCC at 29"", the seats are reasonably comfortable thanks to an intelligent slimline design - others could learn from this. Staff were friendly and professional throughout. In-flight food is purchase-only and expensive by Indian standards (although they will provide free drinking water) - a word of caution about pre-ordering, if you take up the 250Rs pre-paid option you could end up losing money, depending on your choice of food/drink. Also it appears they load up food and drink at the start of the day, and some options (e.g. Jaljeera juice) seem to consistently run out. But these are minor quibbles, I would have no hesitation choosing IndiGo next time.",Solo Leisure,Economy Class,Goa,Kolkata,Bagdogra,June 2015,4.0,5.0,3.0,4.0,5,yes,,,A320
indigo-airlines,319018,2015-06-12,5,India,,IndiGo customer review,6E 062. Service has deteriorated. On-time urgency once seen is no longer seen. Online seat booking charges for all aisle and window seats. You can only get middle seats for free. Too money minded.,Solo Leisure,Economy Class,,,,,4.0,2.0,2.0,,3,no,,,
indigo-airlines,254416,2015-06-07,,India,,IndiGo customer review,"6E189 6th June. Low budget Airline - their fares are more or less the same if not more at times than full service carriers yet they continue to enjoy all the subsidies of a low budget airline. On time is a good thing - their flights are often now delayed or run late. Check-in process - everyone knows how long the queues are at the check in counters. Two days back on 4th June I did Web Check in for my 6th June flight using my smartphone. While I was successful in doing web check-in in spite of me giving the email address and phone no I did not get a copy of the boarding pass - beating the while process of doing Web check-in. At Delhi T1 terminal when I tried to print my boarding pass at the Check in Kiosk while it displayed the Boarding Pass I did not get my print out! On taking it up with the ground staff I got a casual reply - please stand in the queue even though I mentioned that the flight was due to board in next 35 minutes he simply refused to help me. As a result I reached the counter just 30 minutes before the departure of the flight and the check in lady commented ""Sir you are very late please be on time next time""! I have booked 3 tickets for my family through on-line booking system. After I had filled in all the passenger details I was asked whether I would like to take the pre-assigned seats facility and I declined and continued with my booking. But to my surprise and disappointment I found seats were allotted together that included an aisle and window seat along with the middle seat. When I tried to change the seats it did not allow me and charged me Rs 400 extra (Rs 200 each for Window and Aisle 'premium' seats) over and above the fare and there was no way I could change it.",,Economy Class,,,,,3.0,2.0,1.0,,2,no,0.0,,
indigo-airlines,254417,2015-05-29,3,India,,IndiGo customer review,We were supposed to board our flight from Delhi to Lucknow at 12.15 on the 21st of May but there was confusion all around as the flight was late and the ground crew were not able to display any sign at the boarding gate or give us some explanation. Finally they herded us in a bus that was then parked in front of the plane on the tarmac for 20 minutes while the incoming passengers disembarked. Needless to say we were packed like sardines and it was extremely hot. Also there was no step - senior citizens like myself cannot climb easily. I have reported this before but it has made no difference. At Lucknow despite there being aerobridges we had to get down in the sun at 2:30 pm and were again herded into a bus. I was reluctant to board as the bus was very full but was forced to climb in. Is it a problem to use the bus a second time or the aerobridge or maybe nobody cares? It was the same story on the way back on the 22nd of May for the 6.40 flight. We were again stuffed into two buses and had to risk falling on somebody's luggage because the insensitive staff did not care. I will not travel on Indigo again unless they provide a step on the buses and do not herd us in like cattle.,,Economy Class,,,,,3.0,4.0,3.0,,2,no,0.0,,
indigo-airlines,254418,2015-04-27,5,India,,IndiGo customer review,Went from Delhi to Kochi because there is no such thing as a direct Delhi to Male (Maldives) flight and even with connections you have to mix and match airlines in order to get a halfway decent connection schedule. The airline is like the low budget carriers in Europe with people packed in like sardines. They don't have an inflight magazine that actually has anything to read or even a map with their air routes.,,Economy Class,,,,,3.0,3.0,3.0,,3,no,2.0,,
indigo-airlines,254419,2015-04-16,6,India,,IndiGo customer review,DEL-PNQ(Pune)-DEL. December 2014. Worst possible time of the year to fly out of Delhi. Had horrible experiences due to the fog. The outgoing flight was 4hrs late. You might think we were made to wait at the airport for this time but no we were boarded onto the aircraft bang on time and were made to wait there for over 4 hrs. That being said I agree this is no fault of the airline as the airport authorities force them to board the planes to decongest the terminal. Complimentary snack box and tea/coffee was provided. On the return flight( night time flight) we were diverted to Ahmedabad due to fog. This was totally acceptable but the events which followed made me doubt Indigo's reputation. We were not allocated a hotel for the next 5hrs. When we approached the assistants at Ahmedabad they kept telling us that a bus was being arranged. Finally at 3am they hired some taxis and took us to a decent hotel. No food or drinks was offered to us during the course of our wait and Ahmedabad airport is very poorly equipped with food stalls. We we're boarded onto a new flight the following day. Though diversions cannot be controlled by the airline the customer care can surely be looked into.,,Economy Class,,,,,4.0,2.0,3.0,,4,yes,2.0,,
indigo-airlines,254420,2015-04-10,10,Germany,,IndiGo customer review,Short haul from Delhi to Kathmandu. Clean on time friendly staff aircraft seemed new. Highly recommend Indigo for domestic flights in India or within Southeast Asia. Nothing special but low fares and definitely better service than Air India.,,Economy Class,,,,,4.0,5.0,0.0,,5,yes,0.0,,
indigo-airlines,254421,2015-03-23,10,France,,IndiGo customer review,4 March 2015 Flight 6E178. 6 March 2015 Flight 6E665. I flew from Mumbai to Delhi back and forth and it was great. The seats were comfortable (I took the first row seat with more leg space) the crew were very pleasant and we arrived on time. On the way back I arrived 3 hours earlier in Delhi and they were kind enough to let me go on the next flight so I didn't have to wait at the airport. Overall my experience with Indigo was 5 stars!,,Economy Class,,,,,5.0,5.0,5.0,,5,yes,0.0,,
indigo-airlines,254422,2015-03-20,10,United States,,IndiGo customer review,Chennai to Delhi in economy. Pretty short flight so it's hard to complain. Comfortable seats good service and we left and arrived right on time. We were 2kg over (in 2 bags) but staff let it pass. Would fly Indigo again.,,Economy Class,,,,,5.0,5.0,5.0,,5,yes,5.0,,
indigo-airlines,254423,2015-02-24,2,India,,IndiGo customer review,Was travelling from Dubai to Mumbai. I was fond of Indigo before this trip. Check-in was smooth and my hand baggage was less than 7 kgs so there was no excess luggage charge. However got some shopping from the Duty free. As far as I know and being travelled on other airlines for international trip. Shopping at Duty free is not considered as Hand baggage weight. Wait this is Indigo. You would find some one waiting at the boarding counter with weight machine. And charged me for the extra weight just for the shopping at Duty free. What more the person carries only manual slip. No credit cards accepted not even USD or INR (Globally accepted currency / Home currency). Had to go back to the currency counter to exchange. This was horrible experience had to shell out additional 1500 bucks (40 AED / Kg). Plus went inside and saw some seats at emergency exit were empty. Asked the cabin crew if I can sit at emergency exit as have some extra leg space answer I got was that I would have to pay extra if I want to sit. They would rather keep the seat vacant then let some one sit. Very disappointed with the approach.,,Economy Class,,,,,3.0,1.0,3.0,,2,no,0.0,,
indigo-airlines,254424,2015-02-06,10,India,,IndiGo customer review,Jan 1-12 2015. Flight 6E 414 and 6E 461. BLR to Mumbai return. Being a senior citizen I had requested for travel assistance and was provided very promptly. The staff were very courteous and helpful. Here onwards I will prefer to fly Indigo Airlines and will recommend to others.,,Economy Class,,,,,4.0,5.0,0.0,,4,yes,0.0,,
indigo-airlines,254425,2015-01-28,9,Australia,,IndiGo customer review,Mumbai - Thiruvananthapuram 25 Dec 2014 Flight SG215. A very good option for domestic flights in India. All flights we took were on-time. Efficient check-in at airports. Seats weren't that comfortable but for short haul flights you can't complain.,,Economy Class,,,,,3.0,5.0,1.0,,5,yes,1.0,,
indigo-airlines,254426,2015-01-21,8,Italy,,IndiGo customer review,Delhi to Mumbai on Dec 31st. I had a good experience flying Indigo. We left on time plane was new and clean and service was good. Only comment is that FAs should smile a little more but besides that I was quite impressed by the service and would definitely use them again.,,Economy Class,,,,,4.0,4.0,3.0,,5,yes,0.0,,
indigo-airlines,254427,2015-01-14,9,United Kingdom,,IndiGo customer review,MAA-BLR and BLR-BOM with a young family. Both flights were on time the aircraft were clean and the FAs very friendly and accommodating. Whilst we could not check in online with young children for some reason the check in staff ensured we were allotted the seats we requested. Staff were also flexible with us checking in most of our luggage (and exceeding the 15kg/person) instead of taking a carry on bag for each of the children making our lives easier. Bags were delivered even before we reached the belt in both cases. Streets ahead of Easyjet and Ryanair. The only domestic airline I ever book in India.,,Economy Class,,,,,4.0,5.0,3.0,,4,yes,0.0,,
indigo-airlines,254428,2014-12-18,9,India,,IndiGo customer review,6E 294 and 552 between BOM and BBI - Clean aircraft with decent leg space comfortable crew friendly and helpful good choice of food items for purchase on board. On time into BBI slightly delayed on return to BOM. Only negative was some luggage appeared on the belt very late at BOM due to a mix-up apparently. Overall up to the standards expected from Indigo.,,Economy Class,,,,,5.0,5.0,5.0,,4,yes,0.0,,
indigo-airlines,254429,2014-12-04,9,India,,IndiGo customer review,DEL-COK-DEL. Before time arrival on both the legs clean aircraft smiling hostess - what more can one ask for. By far India's best LCC.,,Economy Class,,,,,3.0,5.0,4.0,,4,yes,1.0,,
